,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
392845,1920094,3345686,Low,CD,AUTO ACCIDENT,P180853057,700-BK W NORTH AV,39.310683000000004,-76.629052,2018-03-31
392848,1920098,3345710,Low,NE,AUTO ACCIDENT,P180901152,2800 KENTUCKY AV,39.32503,-76.572754,2018-03-31
392867,1920161,3345690,Low,NE,AUTO ACCIDENT,P180901150,1200 QUANTRIL WY,39.307062,-76.55148,2018-03-31
392868,1920163,3345693,Low,NE,HIT AND RUN,P180901138,2400 BELAIR RD,39.317686,-76.578171,2018-03-31
392898,1920255,3345767,Low,CD,HIT AND RUN,P180901203,300 MCMECHEN ST,39.30624,-76.629191,2018-03-31
392910,1920269,3345770,Low,NE,AUTO ACCIDENT,P180901187,2800 KENTUCKY AV,39.32503,-76.572754,2018-03-31
392934,1920341,3345810,Low,NE,AUTO ACCIDENT,P180901255,5200 HARFORD RD,39.349064,-76.564231,2018-03-31
392936,1920396,3345855,Low,NW,AUTO ACCIDENT,P180901288,5200 ELEANORA AV,39.343937,-76.686275,2018-03-31
392937,1920398,3345868,Low,WD,AUTO ACCIDENT,P180901282,1400 N MOUNT ST,39.304378,-76.644703,2018-03-31
392958,1920434,3345844,Low,WD,AUTO ACCIDENT,P180901314,1400 N MOUNT ST,39.304378,-76.644703,2018-03-31
392959,1920435,3345845,Low,CD,AUTO ACCIDENT,P180901329,300 E PRATT ST,39.286612,-76.610875,2018-03-31
392961,1920475,3345922,Low,ND,AUTO ACCIDENT,P180901360,3300 GREENMOUNT AV,39.328593,-76.609429,2018-03-31
392968,1920496,3345898,Low,SD,AUTO ACCIDENT,P180901344,1800 BLK RAMSAY ST,39.283165999999994,-76.644901,2018-03-31
392975,1920504,3345888,Low,SD,AUTO ACCIDENT,P180901346,1800 RAMSAY ST,39.283165999999994,-76.644901,2018-03-31
392997,1920553,3346162,Low,WD,AUTO ACCIDENT,P180901656,1800 N FULTON AV,39.308944,-76.646469,2018-03-31
393087,1920772,3346929,Low,NE,HIT AND RUN,P180902524,5600 SEWARD AV,39.328795,-76.536097,2018-03-31
393099,1920789,3346057,Low,SE,HIT AND RUN,P180901499,4700 O DONNELL ST,39.280916,-76.55555,2018-03-31
393116,1920827,3346077,Low,CD,AUTO ACCIDENT,P180901535,800 N CHARLES ST,39.29889,-76.615756,2018-03-31
393128,1920885,3346097,High,CD,AUTO ACC/INJURY,P180901584,1700 PARK AV,39.238366,-76.688852,2018-03-31
393139,1920896,3346098,Low,ED,HIT AND RUN,P180901590,1000 N MILTON AV,39.302436,-76.582535,2018-03-31
393161,1920999,3346142,Low,NE,HIT AND RUN,P180901602,1600 NORTHWICK RD,39.343556,-76.589339,2018-03-31
393192,1921063,3346187,Low,ND,HIT AND RUN,P180901646,800 CATOR AV,39.339095,-76.604732,2018-03-31
393193,1921080,3346189,Low,CD,AUTO ACCIDENT,P180901647,800 N CHARLES ST,39.29889,-76.615756,2018-03-31
393195,1921082,3346177,Low,WD,AUTO ACCIDENT,P180901653,1800 N FULTON AV,39.308944,-76.646469,2018-03-31
393197,1921110,3346238,High,CD,AUTO ACC/INJURY,P180901712,200 BLK N EUTAW ST,39.292097999999996,-76.621111,2018-03-31
393206,1921121,3346215,Low,WD,AUTO ACCIDENT,P180901697,1800 N FULTON AV,39.308944,-76.646469,2018-03-31
393209,1921138,3346223,High,WD,AUTO ACC/INJURY,P180901703,1100 RIGGS AV,39.301153,-76.636377,2018-03-31
393210,1921140,3346219,Low,SD,HIT AND RUN,P180901687,1600 PLUM ST,39.228319,-76.588738,2018-03-31
393224,1921162,3346217,Low,ED,AUTO ACCIDENT,P180901692,2500 BLK E MONUMENT ST,39.298843,-76.582305,2018-03-31
393242,1921213,3346246,Low,SW,HIT AND RUN,P180901724,300 S AUGUSTA AV,39.281209000000004,-76.684601,2018-03-31
393245,1921216,3346259,Low,ND,HIT AND RUN,P180901924,800 CATOR AV,39.339095,-76.604732,2018-03-31
393252,1921255,3346660,Low,NW,AUTO ACCIDENT,P180902215,6800 REISTERSTOWN RD,39.359581,-76.70699,2018-03-31
393323,1921470,3346372,High,WD,AUTO ACC/INJURY,P180901851,1800 BLK FREDERICK AV,39.287244,-76.645186,2018-03-31
393340,1921490,3346363,Low,ND,AUTO ACCIDENT,P180901886,900 W 33RD ST,39.326949,-76.631478,2018-03-31
393344,1921494,3346380,Low,NE,AUTO ACCIDENT,P180901881,2300 BLK ERDMAN AV,39.32674,-76.581773,2018-03-31
393370,1921526,3346368,Low,SD,HIT AND RUN,P180901858,1200 S HANOVER ST,39.275418,-76.615443,2018-03-31
393374,1921532,3346406,Low,ND,HIT AND RUN,P180901895,1300 MEDFIELD AV,39.339117,-76.64123000000001,2018-03-31
393422,1921715,3347184,Low,SD,HIT AND RUN,P180902805,300 BLK S MONROE ST,39.284134,-76.64670600000001,2018-03-31
393484,1921830,3346631,High,SE,AUTO ACC/INJURY,P180902172,600 S CENTRAL AV,39.283182000000004,-76.599041,2018-03-31
393494,1921858,3383759,Low,CD,AUTO ACCIDENT,P181042170,400 W FAYETTE ST,39.290415,-76.62101,2018-04-14
393520,1921907,3346661,Low,SE,HIT AND RUN,P180902200,700 ALICEANNA ST,39.283111,-76.602,2018-03-31
393524,1921911,3346667,Low,NW,AUTO ACCIDENT,P180902210,6800 REISTERSTOWN RD,39.359581,-76.70699,2018-03-31
393537,1921930,3346451,Low,NE,AUTO ACCIDENT,P180901957,2300 ERDMAN AV,39.32674,-76.581773,2018-03-31
393548,1921964,3383758,Low,ED,AUTO ACCIDENT,P181042153,1900 BLK N PATTERSON PARK AV,39.312932,-76.585999,2018-04-14
393551,1921967,3383761,Medium,CD,AUTO ACCIDENT,P181042169,200 N EUTAW ST,39.292097999999996,-76.621111,2018-04-14
393595,1922062,3346516,Low,ND,AUTO ACCIDENT,P180902021,NB I 100 N/W NORTHERN PY,39.311132,-76.618077,2018-03-31
393609,1922081,3346527,Low,ND,AUTO ACCIDENT,P180902071,NB I 100 N/W NORTHERN PY,39.311132,-76.618077,2018-03-31
393612,1922084,3346524,Low,NE,AUTO ACCIDENT,P180902052,6000 BELAIR RD,39.348052,-76.53824,2018-03-31
393623,1922102,3346542,High,NE,AUTO ACC/INJURY,P180902077,6600 HARFORD RD,39.362297999999996,-76.55282,2018-03-31
393633,1922117,3346554,Low,NE,HIT AND RUN,P180902083,6000 PLUMER AV,39.347137,-76.531911,2018-03-31
393634,1922118,3346534,Low,NE,AUTO ACCIDENT,P180902044,5500 WHITBY RD,39.333758,-76.532023,2018-03-31
393658,1922151,3346723,Low,CD,HIT AND RUN,P180902259,1700 BOLTON ST,39.308567,-76.62799,2018-03-31
393671,1922167,3346744,High,NW,AUTO ACC/INJURY,P180902282,4000 BAREVA RD,39.334225,-76.671132,2018-03-31
393681,1922177,3346778,Low,SW,AUTO ACCIDENT,P180902346,4900 FREDERICK AV,39.281369,-76.695704,2018-03-31
393745,1922324,3347160,Low,SD,HIT AND RUN,P180902776,300 BLK S MONROE ST,39.284134,-76.64670600000001,2018-03-31
393878,1922651,3347043,Low,SD,HIT AND RUN,P180902619,1200 S CHARLES ST,39.275632,-76.61429100000001,2018-03-31
393879,1922652,3347049,Low,NE,AUTO ACCIDENT,P180902610,3200 ELMLEY AV,39.316995,-76.578152,2018-03-31
393894,1922682,3347068,High,ED,AUTO ACC/INJURY,P180902654,2300 CECIL AV,39.316959000000004,-76.602003,2018-03-31
393900,1922693,3347070,Low,WD,HIT AND RUN,P180902642,2700 RAYNER AV,39.296344,-76.661618,2018-03-31
393992,1922915,3347264,Low,CD,AUTO ACCIDENT,P180902893,1500 EUTAW PL,39.305448,-76.628253,2018-03-31
393994,1922917,3347261,Low,CD,AUTO ACCIDENT,P180910004,1500 EUTAW PL,39.305448,-76.628253,2018-04-01
394058,1923064,3383818,Low,CD,AUTO ACCIDENT,P181042253,200 N EUTAW ST,39.292097999999996,-76.621111,2018-04-14
394086,1923161,3347320,Low,CD,AUTO ACCIDENT,P180910045,1500 EUTAW PL,39.305448,-76.628253,2018-04-01
394156,1923293,3347381,High,SE,AUTO ACC/INJURY,P180910132,200 BLK N MILTON AV,39.294427,-76.58199499999999,2018-04-01
394181,1923342,3347397,High,SE,AUTO ACC/INJURY,P180910144,400 BLK N MILTON AV,39.295773,-76.582099,2018-04-01
394184,1923348,3347396,High,SE,AUTO ACC/INJURY,P180910133,400 BLK N MILTON AV,39.295773,-76.582099,2018-04-01
394190,1923354,3347398,High,SE,AUTO ACC/INJURY,P180910127,200 N ROSE ST,39.294801,-76.581336,2018-04-01
394221,1923422,3347462,Low,SE,AUTO ACCIDENT,P180910175,2500 BROENING HY,39.260146999999996,-76.54007800000001,2018-04-01
394233,1923441,3347471,High,SE,AUTO ACC/INJURY,P180910227,2000 E BALTIMORE ST,39.291722,-76.588992,2018-04-01
394294,1923557,3347541,Low,SE,AUTO ACCIDENT,P180910285,2400 BROENING HY,39.261131,-76.541762,2018-04-01
394454,1923868,3347890,Low,SD,AUTO ACCIDENT,P180910725,400 E PATAPSCO AV,39.237216,-76.605223,2018-04-01
394481,1923908,3388362,Low,SW,HIT AND RUN,P181061495,5100 WINDSOR MILL RD,39.309771999999995,-76.704923,2018-04-16
394506,1923964,3347788,Low,NW,AUTO ACCIDENT,P180910603,5500 BLK REISTERSTOWN RD,39.347758,-76.690476,2018-04-01
394610,1924238,3348117,High,SE,AUTO ACC/INJURY,P180910976,HOME DEPOT,39.499699,-76.641403,2018-04-01
394629,1924295,3348125,Low,NW,HIT AND RUN,P180910992,7000 PARK HEIGHTS AV,39.366747,-76.705205,2018-04-01
394715,1924473,3348475,Low,SE,HIT AND RUN,P180911373,100 S FAGLEY ST,39.291411,-76.564582,2018-04-01
394826,1924732,3348228,Low,ED,AUTO ACCIDENT,P180911109,200 N COLLINGTON AV,39.294261,-76.58636,2018-04-01
394833,1924742,3348276,High,ED,AUTO ACC/INJURY,P180911170,300 N GAY ST,39.2933,-76.607987,2018-04-01
394936,1924919,3348325,Low,CD,AUTO ACCIDENT,P180911251,600 E FAYETTE ST,39.29065,-76.607606,2018-04-01
394941,1924926,3348338,Low,NW,AUTO ACCIDENT,P180911223,5600 REISTERSTOWN RD,39.348978,-76.692157,2018-04-01
394953,1924960,3348352,Low,ND,AUTO ACCIDENT,P180911248,1300 SMITH AV,39.367717999999996,-76.648339,2018-04-01
394974,1925013,2898222,Low,NE,HIT AND RUN,P172761635,1100 BLK E 25TH ST,39.317509,-76.599108,2017-10-03
394975,1925014,2898281,Low,CD,AUTO ACCIDENT,P172761697,1500 N CHARLES ST,39.306652,-76.61626700000001,2017-10-03
395035,1925133,3348440,Medium,CD,AUTO ACCIDENT,P180911344,1900 N CALVERT ST,39.311581,-76.613812,2018-04-01
395037,1925135,2902957,Low,SE,AUTO ACCIDENT,P172780574,5500 O DONNELL ST,39.281220000000005,-76.548358,2017-10-05
395055,1925186,3348471,Low,SW,AUTO ACCIDENT,P180911397,3600 GEORGETOWN RD,39.256156,-76.669337,2018-04-01
395088,1925293,2907171,Low,NE,HIT AND RUN,P172792080,4400 PARKSIDE DR,39.324599,-76.561842,2017-10-06
395101,1925316,3348521,Low,SE,HIT AND RUN,P180911444,100 S FAGLEY ST,39.291411,-76.564582,2018-04-01
395154,1925414,3348602,Low,WD,AUTO ACCIDENT,P180911510,1600 N CALHOUN ST,39.307149,-76.642489,2018-04-01
395183,1925467,3348632,Low,CD,HIT AND RUN,P180911528,200 N CHARLES ST,39.291418,-76.615258,2018-04-01
395280,1925667,3349867,Low,NE,AUTO ACCIDENT,P180920434,3300 AILSA AV,39.344766,-76.56239000000001,2018-04-02
395291,1925688,3348775,Low,SE,HIT AND RUN,P180911694,100 BLK N ELLWOOD AV,39.293578000000004,-76.573408,2018-04-01
395326,1925821,3348908,Low,ED,HIT AND RUN,P180911851,400 E 21ST ST,39.313445,-76.61105500000001,2018-04-01
395343,1925846,3348938,Low,CD,AUTO ACCIDENT,P180911873,700 W MULBERRY ST,39.293574,-76.627985,2018-04-01
395357,1925878,2927506,Low,ND,HIT AND RUN,P172863074,4800 ROLAND AV,39.350358,-76.635137,2017-10-13
395381,1925912,2928054,Low,CD,HIT AND RUN,P172870466,400 WATER ST,39.288564,-76.61014899999999,2017-10-14
395448,1926069,3349763,Low,ED,HIT AND RUN,P180920323,600 FALLSWAY,39.29696,-76.610189,2018-04-02
395463,1926089,3349027,High,SW,AUTO ACC/INJURY,P180911980,900 POPLAR GROVE ST,39.298173999999996,-76.665121,2018-04-01
395466,1926092,3349025,Low,SW,AUTO ACCIDENT,P180911985,1000 N AUGUSTA AV,39.298589,-76.685241,2018-04-01
395503,1926176,3350264,High,SW,AUTO ACC/INJURY,P180920949,1200 N FRANKLINTOWN RD,39.299865999999994,-76.670663,2018-04-02
395537,1926237,3348831,High,ND,AUTO ACC/INJURY,P180911758,800 ARGONNE DR,39.337210999999996,-76.604088,2018-04-01
395564,1926277,3349079,High,NE,AUTO ACC/INJURY,P180912049,4700 FRANKFORD AV,39.33267,-76.545976,2018-04-01
395614,1926365,3349942,Low,WD,HIT AND RUN,P180920573,1200 BLK S MONROE ST,39.275331,-76.642147,2018-04-02
395652,1926444,3349161,Low,SD,HIT AND RUN,P180912144,2800 CARVER RD,39.246702,-76.625277,2018-04-01
395754,1926655,3349298,Low,NW,HIT AND RUN,P180912274,3400 ROYCE AV,39.341255,-76.67019499999999,2018-04-01
395759,1926662,3349280,Medium,SW,AUTO ACCIDENT,P180912284,4400 EDMONDSON AV,39.293485,-76.69189300000001,2018-04-01
395789,1926703,3383864,Low,NE,AUTO ACCIDENT,P181042270,5600 MCCLEAN BL,39.357261,-76.56912,2018-04-14
395794,1926709,3383871,Low,NE,AUTO ACCIDENT,P181042297,5600 MCCLEAN BL,39.357261,-76.56912,2018-04-14
395809,1926765,3349355,Medium,SW,AUTO ACCIDENT,P180912352,4400 EDMONDSON AV,39.293485,-76.69189300000001,2018-04-01
395854,1926843,2960532,High,NW,AUTO ACC/INJURY,P172990462,4400 REISTERSTOWN RD,39.339327000000004,-76.668272,2017-10-26
395874,1926868,3349374,Low,NW,HIT AND RUN,P180912398,3400 ROYCE AV,39.341255,-76.67019499999999,2018-04-01
395880,1926892,2962257,Low,WD,HIT AND RUN,P172992467,1500 BLK RETREAT ST,39.312683,-76.641972,2017-10-26
395881,1926893,2962262,Low,NW,AUTO ACCIDENT,P172992476,5000 LIBERTY HEIGHTS AV,39.332694000000004,-76.699885,2017-10-26
395946,1927036,3349468,Low,SD,AUTO ACCIDENT,P180912489,900 RYAN ST,39.284197,-76.632276,2018-04-01
395997,1927140,3349800,Low,SE,HIT AND RUN,P180920378,2700 E FAIRMOUNT AV,39.293256,-76.578648,2018-04-02
396018,1927164,3349568,Low,SE,AUTO ACCIDENT,P180920084,2900 E FAIRMOUNT AV,39.293301,-76.57589499999999,2018-04-02
396071,1927265,3349618,Low,SE,AUTO ACCIDENT,P180920155,6800 EASTERN AV,39.288057,-76.531238,2018-04-02
396115,1927341,3349695,Low,SW,AUTO ACCIDENT,P180920241,1500 S CATON AV,39.262152,-76.665727,2018-04-02
396150,1927402,3383912,Low,ED,AUTO ACCIDENT,P181042340,1600 E 25TH ST,39.316589,-76.595301,2018-04-14
396170,1927442,3349803,Low,SE,HIT AND RUN,P180920370,700 S WOLFE ST,39.283438000000004,-76.589931,2018-04-02
396179,1927470,3349819,Low,SE,HIT AND RUN,P180920379,2700 E FAIRMOUNT AV,39.293256,-76.578648,2018-04-02
396190,1927487,3349818,Low,SE,AUTO ACCIDENT,P180920382,5700 ERDMAN AV,39.300208000000005,-76.54859499999999,2018-04-02
396191,1927489,3349826,Low,ND,AUTO ACCIDENT,P180920372,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2018-04-02
396201,1927518,3349840,Low,CD,AUTO ACCIDENT,P180920422,SB I 100 S AT W NORTH AV,39.311132,-76.618077,2018-04-02
396221,1927562,3349872,Low,SD,AUTO ACCIDENT,P180920441,3900 POTEE ST,39.235461,-76.612403,2018-04-02
396225,1927568,3350399,Low,SW,HIT AND RUN,P180921045,3300 EDMONDSON AV,39.294312,-76.670583,2018-04-02
396247,1927627,3350196,Low,SW,AUTO ACCIDENT,P180920847,1400 BLK N DUKELAND ST,39.303678999999995,-76.66369399999999,2018-04-02
396254,1927636,3349877,High,CD,AUTO ACC/INJURY,P180920484,NB I 100 N/GUILFORD AV,39.290828000000005,-76.611069,2018-04-02
396258,1927640,3349894,Low,ND,AUTO ACCIDENT,P180920481,NB I 100 N/W 28TH ST,39.321846,-76.618646,2018-04-02
396274,1927662,3349882,Low,NE,AUTO ACCIDENT,P180920494,1200 N MACON ST,39.306105,-76.559258,2018-04-02
396300,1927753,3349958,Low,NW,HIT AND RUN,P180920549,6100 REISTERSTOWN RD,39.352913,-76.69774699999999,2018-04-02
396331,1927796,3350006,Low,SD,AUTO ACCIDENT,P180920631,3600 POTEE ST,39.238599,-76.611154,2018-04-02
396344,1927831,3349997,Low,ND,HIT AND RUN,P180920622,6100 MARLORA RD,39.367298,-76.595386,2018-04-02
396351,1927839,3350012,Low,NW,HIT AND RUN,P180920629,6100 REISTERSTOWN RD,39.352913,-76.69774699999999,2018-04-02
396375,1927912,3383988,Low,ED,HIT AND RUN,P181042439,1600 E 25TH ST,39.316589,-76.595301,2018-04-14
396459,1928160,3384038,Low,WD,AUTO ACCIDENT,P181042471,700 BLK N PULASKI ST,39.296661,-76.65052,2018-04-14
396461,1928162,3384043,Low,SE,AUTO ACCIDENT,P181042506,600 DUNDALK AV,39.285261,-76.540236,2018-04-14
396533,1928320,3384109,Low,ND,HIT AND RUN,P181042536,500 E 36TH ST,39.332605,-76.609218,2018-04-14
396579,1928421,3350285,Low,CD,HIT AND RUN,P180920927,1500 DIVISION ST,39.30274,-76.63159,2018-04-02
396609,1928501,3350318,Low,NE,HIT AND RUN,P180920956,5500 MAYVIEW AV,39.333791,-76.54415999999999,2018-04-02
396625,1928541,3350349,Low,SE,AUTO ACCIDENT,P180841075,200 S HAVEN ST,39.290278,-76.562636,2018-04-02
396639,1928575,3350340,Low,SW,HIT AND RUN,P180920980,3300 EDMONDSON AV,39.294312,-76.670583,2018-04-02
396669,1928638,3350371,Low,SW,AUTO ACCIDENT,P180921027,300 S COLLINS AV,39.281709,-76.68356,2018-04-02
396674,1928645,3350368,Low,NE,HIT AND RUN,P180921021,4200 HARFORD RD,39.337456,-76.574462,2018-04-02
396753,1928824,3386206,Low,CD,AUTO ACCIDENT,P181051606,1100 BLK N CHARLES ST,39.302606,-76.615998,2018-04-15
396756,1928829,3386189,Low,NW,AUTO ACCIDENT,P181051616,3800 BLK REISTERSTOWN RD,39.331528999999996,-76.662244,2018-04-15
396771,1928845,3350439,Low,SE,AUTO ACCIDENT,P180921079,HOME DEPOT,39.499699,-76.641403,2018-04-02
396787,1928973,3350493,Low,ND,HIT AND RUN,P180841124,500 RADNOR AV,39.347898,-76.609575,2018-04-02
396791,1928977,3350480,Low,NE,HIT AND RUN,P180921137,5500 CEDONIA AV,39.333726,-76.532675,2018-04-02
396796,1928984,3350475,Low,SE,HIT AND RUN,P180921132,6500 BLK EASTERN AV,39.287889,-76.536234,2018-04-02
396813,1929068,3350531,Low,ND,AUTO ACCIDENT,P180841129,2600 GREENMOUNT AV,39.320037,-76.609476,2018-04-02
396875,1929247,3350542,Low,NW,HIT AND RUN,P180921207,3600 GLEN AV,39.355724,-76.688118,2018-04-02
396941,1929613,3351668,Low,NW,HIT AND RUN,P180922496,3600 SPAULDING AV,39.345906,-76.67852099999999,2018-04-02
397028,1929816,3350693,High,NE,AUTO ACC/INJURY,P180921352,3500-BL GLENMORE AV,39.35395,-76.547949,2018-04-02
397030,1929818,3350683,High,NE,AUTO ACC/INJURY,P180921350,3500 GLENMORE AV,39.35395,-76.547949,2018-04-02
397033,1929821,3350708,Low,NW,HIT AND RUN,P180921358,4000 DORCHESTER RD,39.329484,-76.684947,2018-04-02
397035,1929823,3350700,High,NW,AUTO ACC/INJURY,P180921389,4700 WAKEFIELD RD,39.318649,-76.694641,2018-04-02
397049,1929839,3352835,Low,SE,AUTO ACCIDENT,P180931042,HOME DEPOT,39.499699,-76.641403,2018-04-03
397054,1929887,3350737,Low,SE,AUTO ACCIDENT,P180921391,200 N LINWOOD AV,39.295177,-76.576376,2018-04-02
397077,1929988,3350754,Low,NW,HIT AND RUN,P180921446,3700 GLEN AV,39.354628999999996,-76.690303,2018-04-02
397097,1930010,3350765,Low,CD,HIT AND RUN,P180921472,BALTIMORE CONVENTION CENTER,39.290442999999996,-76.61233299999999,2018-04-02
397109,1930027,3350759,Low,NE,HIT AND RUN,P180921467,3000 CLIFTON PARK TE,39.321422,-76.575386,2018-04-02
397113,1930086,3350800,Low,CD,AUTO ACCIDENT,P180921487,200 W PRESTON ST,39.302562,-76.621673,2018-04-02
397131,1930161,3350837,Low,NW,HIT AND RUN,P180921548,2300 ALLENDALE RD,39.314112,-76.680139,2018-04-02
397134,1930164,3350838,Low,CD,AUTO ACCIDENT,P180921534,200 W PRESTON ST,39.302562,-76.621673,2018-04-02
397139,1930173,3350836,Low,ED,HIT AND RUN,P180921536,1000 SOMERSET ST,39.301996,-76.60114200000001,2018-04-02
397165,1930236,3350873,Medium,SW,HIT AND RUN,P180921586,600 S BEECHFIELD AV,39.273612,-76.693349,2018-04-02
397199,1930366,3350916,Medium,CD,AUTO ACCIDENT,P180921605,200 W PRESTON ST,39.302562,-76.621673,2018-04-02
397250,1930581,3350982,Low,CD,AUTO ACCIDENT,P180921659,200 W MULBERRY ST,39.294007,-76.618206,2018-04-02
397308,1930879,3351064,Low,NE,HIT AND RUN,P180921793,3500 KENTUCKY AV,39.319095000000004,-76.566463,2018-04-02
397375,1931184,3351006,High,NE,AUTO ACC/INJURY,P180921712,1300 GITTINGS AV,39.370048,-76.588572,2018-04-02
397376,1931185,3350991,Medium,NE,HIT AND RUN,P180853082,1400 BLK CEDARCROFT RD,39.368981,-76.586538,2018-04-02
397383,1931196,3350994,Low,NE,HIT AND RUN,P180921753,3600 MARY AV,39.350406,-76.549061,2018-04-02
397384,1931197,3351005,Low,WD,AUTO ACCIDENT,P180921763,2700 BLK PARKWOOD AV,39.31433,-76.645071,2018-04-02
397385,1931199,3351023,High,NE,AUTO ACC/INJURY,P180921724,1300 GITTINGS AV,39.370048,-76.588572,2018-04-02
397406,1931269,3351016,Low,NE,HIT AND RUN,P180921703,5900 LEITH WK,39.363459000000006,-76.590631,2018-04-02
397412,1931276,3351027,High,NE,AUTO ACC/INJURY,P180921719,1300 GITTINGS AV,39.370048,-76.588572,2018-04-02
397422,1931291,3351191,Low,SE,AUTO ACCIDENT,P180921929,2300 ORLEANS ST,39.295522,-76.584917,2018-04-02
397489,1931479,3351284,Low,CD,HIT AND RUN,P180922069,1700 N CHARLES ST,39.308895,-76.616412,2018-04-02
397511,1931533,3360574,Low,SD,HIT AND RUN,P180960526,900 BAYARD ST,39.280865999999996,-76.638469,2018-04-06
397570,1931764,3351351,Low,CD,HIT AND RUN,P180922112,1700 N CHARLES ST,39.308895,-76.616412,2018-04-02
397579,1931777,3351364,Low,NW,HIT AND RUN,P180922130,3000 TIOGA PY,39.316072,-76.659142,2018-04-02
397581,1931781,3351339,Low,SW,HIT AND RUN,P180922116,4100 POTTER ST,39.278172,-76.68324799999999,2018-04-02
397690,1932099,3114242,Low,ND,HIT AND RUN,P173611716,200 E UNIVERSITY PY,39.330694,-76.61491600000001,2017-12-27
397747,1932266,3351513,Low,NE,HIT AND RUN,P180922283,6200 PULASKI HY,39.303915,-76.5414,2018-04-02
397876,1932637,3351646,Low,SD,AUTO ACCIDENT,P180922439,2100 W PATAPSCO AV,39.250914,-76.64398299999999,2018-04-02
397895,1932662,3128703,Low,NE,AUTO ACCIDENT,P180030463,3200 KENYON AV,39.323526,-76.566774,2018-01-03
397903,1932670,3351652,Low,NW,HIT AND RUN,P180922450,3600 SPAULDING AV,39.345906,-76.67852099999999,2018-04-02
397927,1932743,3132253,Low,ND,AUTO ACCIDENT,P180041643,5600 YORK RD,39.357944,-76.609922,2018-01-04
397944,1932769,3132888,Low,SW,AUTO ACCIDENT,P180042371,4600 BLK WINDSOR MILL RD,39.31303,-76.69247299999999,2018-01-04
397950,1932775,3352492,Low,NW,AUTO ACCIDENT,P180930652,3300 LIBERTY HEIGHTS AV,39.323597,-76.669481,2018-04-03
397973,1932883,3351888,Low,ND,AUTO ACCIDENT,P180922735,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2018-04-02
398010,1932998,3138703,Low,SE,HIT AND RUN,P180070999,300 N ROBINSON ST,39.295596,-76.57288,2018-01-07
398151,1933401,3352659,Low,WD,AUTO ACCIDENT,P180930838,2400 LIBERTY HEIGHTS AV,39.318670000000004,-76.651927,2018-04-03
398152,1933406,3352674,Low,SW,AUTO ACCIDENT,P180930851,900 S CATON AV,39.272628000000005,-76.670816,2018-04-03
398164,1933510,3351913,Low,SE,AUTO ACCIDENT,P180922775,800-BLK S BROADWAY,39.27975,-76.614562,2018-04-02
398268,1933814,3352120,High,SW,AUTO ACC/INJURY,P180930173,900 ELLICOTT DY,39.297221,-76.668912,2018-04-03
398332,1933964,3352097,Low,NE,HIT AND RUN,P180930155,5500 CEDONIA AV,39.333726,-76.532675,2018-04-03
398389,1934266,3352523,Low,SE,HIT AND RUN,P180930675,200 S BROADWAY,39.289063,-76.593795,2018-04-03
398390,1934267,3352510,Low,SW,HIT AND RUN,P180930657,2000 N FOREST PARK AV,39.309269,-76.70809,2018-04-03
398401,1934279,3352221,Low,SW,AUTO ACCIDENT,P180930310,2900 BLK WINDSOR AV,39.312371,-76.666413,2018-04-03
398495,1934630,3384244,Low,CD,AUTO ACCIDENT,P181042697,SB I 100 S/E FAYETTE ST,39.290478,-76.6104,2018-04-14
398497,1934632,3384250,Low,SW,HIT AND RUN,P181042685,100 S KOSSUTH ST,39.285499,-76.676592,2018-04-14
398534,1934700,3352373,Low,ND,HIT AND RUN,P180930466,700 CHESTNUT HILL AV,39.334225,-76.60539200000001,2018-04-03
398550,1934737,3384266,Low,SW,AUTO ACCIDENT,P181042690,1800 N LONGWOOD ST,39.308474,-76.667508,2018-04-14
398579,1934831,3352390,Medium,WD,HIT AND RUN,P180930515,1100 N FULTON AV,39.301075,-76.645966,2018-04-03
398592,1934926,3352425,Low,NW,AUTO ACCIDENT,P180930562,3300 REISTERSTOWN RD,39.324684999999995,-76.657196,2018-04-03
398600,1934934,3352420,Low,NE,AUTO ACCIDENT,P180930565,5800 HARFORD RD,39.355428,-76.558737,2018-04-03
398603,1934943,3352431,High,WD,AUTO ACC/INJURY,P180930561,1100 N FULTON AV,39.301075,-76.645966,2018-04-03
398605,1934945,3352413,Low,SW,AUTO ACCIDENT,P180930542,4100 BLK WOODRIDGE RD,39.29705,-76.684444,2018-04-03
398613,1935025,3352456,Low,ED,HIT AND RUN,P180930580,1700 BLK E LAFAYETTE AV,39.31065,-76.594453,2018-04-03
398615,1935034,3352628,Low,NW,AUTO ACCIDENT,P180930803,5800 WABASH AV,39.35148,-76.70482700000001,2018-04-03
398633,1935102,3352484,Low,SW,HIT AND RUN,P180930639,2000 N FOREST PARK AV,39.309269,-76.70809,2018-04-03
398695,1935351,3352571,Low,SE,HIT AND RUN,P180930729,200 S BROADWAY,39.289063,-76.593795,2018-04-03
398718,1935454,3352636,Low,SW,HIT AND RUN,P180930823,600 S BENTALOU ST,39.280249,-76.65187399999999,2018-04-03
398828,1935720,3352718,Low,NW,HIT AND RUN,P180930880,2700 W COLD SPRING LN,39.339515999999996,-76.666646,2018-04-03
