,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
447429,2077674,3420073,Medium,SW,NARCOTICSOutside,P181173347,4600 EDMONDSON AV,39.293406,-76.693881,2018-04-27
423615,1999545,3381033,Medium,SD,NARCOTICSOutside,P181032813,1800 W PRATT ST,39.285184,-76.64531,2018-04-13
180638,912143,2688582,Medium,CD,NARCOTICSOutside,P172010712,2400 LINDEN AV,39.313984999999995,-76.635747,2017-07-20
412452,1970224,3369408,Medium,WD,NARCOTICSOutside,P180991853,1100 RIGGS AV,39.301153,-76.636377,2018-04-09
174741,889703,2780679,Medium,SD,NARCOTICSOutside,P172332268,2300 BLK ANNAPOLIS RD,39.262885,-76.633975,2017-08-21
64103,349750,2542757,Medium,SW,NARCOTICSOutside,P171521344,2700 WILKENS AV,39.27802,-76.658845,2017-06-01
139594,708026,2826775,Medium,SE,NARCOTICSOutside,P172502043,6200-6216 FORTVIEW WY,39.277692,-76.54160999999999,2017-09-07
645863,3487000,3168851,Medium,SW,NARCOTICSOutside,P180191481,4100 FREDERICK AV,39.281712,-76.68343399999999,2018-01-19
468419,2797682,2607508,Medium,WD,NARCOTICS INSIDE,P171732327,1700 N CALHOUN ST,39.307938,-76.64349,2017-06-22
1792,40704,2523365,Medium,SD,NARCOTICSOutside,P171452568,1900 BLK MCHENRY ST,39.284187,-76.646869,2017-05-25
135047,702179,2688782,Medium,WD,NARCOTICSOutside,P172010963,800 W LEXINGTON ST,39.291089,-76.630267,2017-07-20
695543,3735718,2660892,Medium,CD,NARCOTICSOutside,P171912476,800 RESERVOIR ST,39.312613,-76.631955,2017-07-10
15299,58412,3026423,Medium,CD,NARCOTICSOutside,P173241863,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-11-20
186318,1422078,2478008,Medium,NW,NARCOTICS INSIDE,P171301309,5100 PARK HEIGHTS AV,39.348489,-76.674908,2017-05-10
549915,3097142,3168806,Medium,ND,NARCOTICSOutside,P180191425,4000-P OLD YORK RD,39.338223,-76.607575,2018-01-19
457022,2601073,2885635,Medium,CD,NARCOTICSOutside,P172712951,2200 DRUID HILL AV,39.309160999999996,-76.637445,2017-09-28
349099,1809291,3287821,Medium,ED,NARCOTICSOutside,P180661348,2300 AIKEN ST,39.315983,-76.59840799999999,2018-03-07
105577,494455,3121282,Medium,SD,NARCOTICS INSIDE,P173641747,500 E PATAPSCO AV,39.236714,-76.60361400000001,2017-12-30
159740,795452,2582971,Medium,WD,NARCOTICSOutside,P171652209,1600 MCKEAN AV,39.306993,-76.647155,2017-06-14
653784,3566457,2692377,Medium,NE,NARCOTICS INSIDE,P172021607,6000 AMBERWOOD RD,39.316759999999995,-76.54289,2017-07-21
414448,1975559,3371419,Medium,SD,NARCOTICSOutside,P181001329,3600 BLK ST VICTOR ST,39.234536999999996,-76.59657299999999,2018-04-10
309789,1711652,3234542,Medium,ND,NARCOTICSOutside,P180451054,4000 OLD YORK RD,39.338223,-76.607575,2018-02-14
372592,1868265,3318091,Medium,NE,NARCOTICSOutside,P180781819,5600 BLK PURDUE AV,39.356618,-76.593532,2018-03-19
119619,601067,2846553,Medium,SD,NARCOTICSOutside,P172572826,4200 TOWNSEND AV,39.228049,-76.60440200000001,2017-09-14
420847,1993019,3378168,Medium,SE,NARCOTICSOutside,P181022768,3500 E LOMBARD ST,39.291348,-76.56808000000001,2018-04-12
622118,3393081,3135102,Medium,WD,NARCOTICS INSIDE,P180052362,900 N MONROE ST,39.299101,-76.647544,2018-01-05
424799,2002616,3388082,Medium,NW,NARCOTICSOutside,P180841647,3300 BLK SPAULDING AV,39.347122,-76.676677,2018-04-16
675248,3653201,2697679,Medium,ED,NARCOTICSOutside,P172041121,1500 N BOND ST,39.307519,-76.596778,2017-07-23
178992,909694,2495146,Medium,ND,NARCOTICSOutside,P171361849,2500 BLK MARYLAND AV,39.318245000000005,-76.618362,2017-05-16
205925,1480356,2607650,Medium,ND,NARCOTICSOutside,P171732477,2700 GREENMOUNT AV,39.320997,-76.609474,2017-06-22
69045,356002,2653224,Medium,SW,NARCOTICSOutside,P171883087,800-BL STAMFORD RD,39.293243,-76.707382,2017-07-07
319784,1736606,3264797,Medium,NW,NARCOTICSOutside,P180571023,3400 N ROGERS AV,39.330684999999995,-76.707284,2018-02-26
397215,1930392,3350924,Medium,SE,NARCOTICSOutside,P180921603,700 S REGESTER ST,39.283581,-76.592336,2018-04-02
609362,3380265,2761188,Medium,CD,NARCOTICSOutside,P172262782,1100 W NORTH AV,39.310368,-76.636163,2017-08-14
116297,596788,2733689,Medium,SW,NARCOTICSOutside,P172162828,2700 WILKENS AV,39.27802,-76.658845,2017-08-04
330965,1774689,3271252,Medium,ED,NARCOTICSOutside,P180592219,2400 BLK E MONUMENT ST,39.298801,-76.583501,2018-02-28
600845,3371721,2525793,Medium,ED,NARCOTICSOutside,P171461886,400 E 21ST ST,39.313445,-76.61105500000001,2017-05-26
230063,1512511,2823590,Medium,SW,NARCOTICS INSIDE,P172491219,100 S ADDISON ST,39.286174,-76.64594,2017-09-06
196139,1467609,2527541,Medium,ED,NARCOTICSOutside,P171470020,1100 BLK E NORTH AV,39.311692,-76.603914,2017-05-27
535429,3082589,2693360,Medium,NW,NARCOTICS INSIDE,P172022705,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-07-21
574366,3268687,2481344,Medium,NW,NARCOTICSOutside,P171311967,5400 BLK NARCISSUS AV,39.349014000000004,-76.684362,2017-05-11
8648,49703,2772160,Medium,NW,NARCOTICSOutside,P172302251,2500 VIOLET AV,39.331076,-76.657699,2017-08-18
470605,2799871,2660652,Medium,NE,NARCOTICSOutside,P171912227,2700 CHESLEY AV,39.368086,-76.556246,2017-07-10
321809,1758402,3258140,Medium,CD,NARCOTICS INSIDE,P180541592,1800 PENNSYLVANIA AV,39.3044,-76.635728,2018-02-23
677227,3655204,2763309,Medium,SW,NARCOTICSOutside,P172272039,200 S WICKHAM RD,39.282343,-76.69574899999999,2017-08-15
631717,3472809,2680097,Medium,SD,NARCOTICS INSIDE,P171981115,1400 MCHENRY ST,39.284489,-76.639696,2017-07-17
114174,594071,2667965,Medium,WD,NARCOTICSOutside,P171940528,1600 BRUCE CT,39.306668,-76.645656,2017-07-13
595868,3290312,3140998,Medium,ED,NARCOTICSOutside,P180081474,1600 N BOND ST,39.308541,-76.59685999999999,2018-01-08
587216,3281608,2875940,Medium,SE,NARCOTICSOutside,P172681536,6200 SHIPVIEW WY,39.276555,-76.541712,2017-09-25
565160,3182842,2931156,Medium,ED,NARCOTICSOutside,P172880808,2400 E MADISON ST,39.299863,-76.583336,2017-10-15
160765,796765,2663740,Medium,NW,NARCOTICSOutside,P171922544,5300 CUTHBERT AV,39.347954,-76.682672,2017-07-11
632023,3473115,2697781,Medium,ED,NARCOTICSOutside,P172041230,800 E PRESTON ST,39.304893,-76.606422,2017-07-23
168467,837567,3100755,Medium,WD,NARCOTICSOutside,P173551689,800 W LEXINGTON ST,39.291089,-76.630267,2017-12-21
391709,1917646,3344414,Medium,SW,NARCOTICSOutside,P180893010,3700 EDMONDSON AV,39.293957,-76.678525,2018-03-30
159116,794653,2495791,Medium,NW,NARCOTICSOutside,P171362567,3700 W BELVEDERE AV,39.346191999999995,-76.680386,2017-05-16
608746,3379649,2745867,Medium,NW,NARCOTICSOutside,P172211157,5200 BEAUFORT AV,39.347109,-76.680138,2017-08-09
169170,854210,2629857,Medium,CD,NARCOTICSOutside,P171810622,1800 DRUID HILL AV,39.306008,-76.633577,2017-06-30
22441,131428,2536710,Medium,NW,NARCOTICSOutside,P171501229,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-05-30
101088,488464,2955765,Medium,SD,NARCOTICSOutside,P172971704,1700 HOLLINS ST,39.287290999999996,-76.64408399999999,2017-10-24
374472,1872715,3320332,Medium,WD,NARCOTICSOutside,P180791497,2400 PENNSYLVANIA AV,39.309471,-76.641835,2018-03-20
486525,2885334,2532231,Medium,NE,NARCOTICS INSIDE,P171482065,3400 RAVENWOOD AV,39.315325,-76.575717,2017-05-28
599526,3370395,2498997,Medium,NW,NARCOTICS INSIDE,P171372598,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-05-17
58795,252991,3109624,Medium,WD,NARCOTICS INSIDE,P173590888,1300 W BALTIMORE ST,39.288503000000006,-76.638139,2017-12-25
319915,1736779,3264772,Medium,WD,NARCOTICSOutside,P180570987,2300 BLK PENNSYLVANIA AV,39.308426000000004,-76.640547,2018-02-26
483901,2813368,3198011,Medium,SW,NARCOTICS INSIDE,P180300611,3400 CLIFTON AV,39.310989,-76.674237,2018-01-30
473797,2803093,2811041,Medium,ND,NARCOTICSOutside,P172441609,1200 BLK W 42ND ST,39.338852,-76.638875,2017-09-01
488050,2886862,2574812,Medium,NW,NARCOTICSOutside,P171622806,4100 PATTERSON AV,39.355006,-76.703727,2017-06-11
143241,712719,2958620,Medium,ED,NARCOTICSOutside,P172981607,2200 HARFORD RD,39.315177,-76.596965,2017-10-25
387380,1904444,3336137,Medium,ED,NARCOTICS INSIDE,P180862807,1500 KIA CT,39.307190000000006,-76.602003,2018-03-27
386046,1900797,3334594,Medium,WD,NARCOTICSOutside,P180861054,1300 BLK N STRICKER ST,39.303225,-76.64178299999999,2018-03-27
452767,2087554,3415580,Medium,NE,NARCOTICSOutside,P181161852,3400 LYNDALE AV,39.316457,-76.57573199999999,2018-04-26
100758,488046,2944485,Medium,WD,NARCOTICSOutside,P172930998,1300 BLK W FAYETTE ST,39.289726,-76.638212,2017-10-20
634016,3475113,2763284,Medium,NW,NARCOTICSOutside,P172272016,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-08-15
181018,912644,2858563,Medium,NW,NARCOTICSOutside,P172620875,4400 GARRISON BL,39.336899,-76.684738,2017-09-19
537580,3084760,2753564,Medium,CD,NARCOTICSOutside,P172240165,400 E BALTIMORE ST,39.289722999999995,-76.610146,2017-08-12
466832,2796092,2516921,Medium,NE,NARCOTICSOutside,P171432190,1200 SHERIDAN AV,39.353194,-76.598166,2017-05-23
181437,913189,2763868,Medium,NW,NARCOTICSOutside,P172272671,4900 BLK QUEENSBERRY AV,39.348232,-76.670613,2017-08-15
302413,1694959,3224211,Medium,ND,NARCOTICSOutside,P180402233,3400 GREENMOUNT AV,39.330023,-76.609441,2018-02-09
33223,145508,2998727,Medium,SE,NARCOTICSOutside,P173131816,6100 SHIPVIEW WY,39.276522,-76.542885,2017-11-09
35274,148166,3095470,Medium,NE,NARCOTICSOutside,P173531624,1600 NORTHGATE RD,39.345078,-76.589221,2017-12-19
403709,1949494,3358934,Medium,WD,NARCOTICSOutside,P180951796,1800 BAKER ST,39.30662,-76.647281,2018-04-05
422034,1995801,3379266,Medium,WD,NARCOTICSOutside,P181030715,900-02 N MONROE ST,39.299101,-76.647544,2018-04-13
717705,3805343,2829535,Medium,NW,NARCOTICSOutside,P172512035,2700 W COLD SPRING LN,39.339515999999996,-76.666646,2017-09-08
647709,3560362,2477721,Medium,SE,NARCOTICSOutside,P171300968,2400 BLK MCELDERRY ST,39.297692,-76.583471,2017-05-10
484867,2883668,2458669,Medium,WD,NARCOTICSOutside,P171231842,2100 CLIFTON AV,39.311747,-76.651922,2017-05-03
130206,695950,2505526,Medium,ED,NARCOTICSOutside,P171392769,1300 BLK ASHLAND AV,39.300256,-76.60005799999999,2017-05-19
368316,1857523,3312625,Medium,WD,NARCOTICSOutside,P180761275,1600 VINCENT CT,39.307354,-76.643937,2018-03-17
507349,2974845,2516845,Medium,SD,NARCOTICSOutside,P171432101,1900 W LOMBARD ST,39.28613,-76.64694899999999,2017-05-23
496455,2895316,2889027,Medium,NW,NARCOTICSOutside,P172730025,5400 REISTERSTOWN RD,39.346255,-76.68826899999999,2017-09-30
104363,492835,3069610,Medium,SW,NARCOTICS INSIDE,P173420916,2700 WILKENS AV,39.27802,-76.658845,2017-12-08
361311,1840653,3304214,Medium,CD,NARCOTICSOutside,P180730394,1100 W NORTH AV,39.310368,-76.636163,2018-03-14
67950,354636,2656182,Medium,ND,NARCOTICSOutside,P171893163,2300 MARYLAND AV,39.315758,-76.618212,2017-07-08
524110,2991716,3060321,Medium,NW,NARCOTICS INSIDE,P173382113,5100 PARK HEIGHTS AV,39.348489,-76.674908,2017-12-04
540110,3087297,2838449,Medium,NW,NARCOTICSOutside,P172542687,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-09-11
166154,821073,3068366,Medium,SW,NARCOTICS INSIDE,P173412400,1300 POPLAR GROVE ST,39.302261,-76.665359,2017-12-07
697097,3737275,2721462,Medium,SE,NARCOTICSOutside,P172122315,5500 O DONNELL ST,39.281220000000005,-76.548358,2017-07-31
633275,3474371,2737813,Medium,SD,NARCOTICSOutside,P172181266,1900 OHIO AV,39.27985,-76.646512,2017-08-06
108813,572145,3011313,Medium,SD,NARCOTICSOutside,P173182096,300 S MONROE ST,39.284134,-76.64670600000001,2017-11-14
45497,235592,2681369,Medium,WD,NARCOTICSOutside,P171982537,2400 LIBERTY HEIGHTS AV,39.318704,-76.651887,2017-07-17
442183,2058125,3410292,Medium,NE,NARCOTICS INSIDE,P181141988,6500 HARFORD RD,39.361478999999996,-76.553537,2018-04-24
64482,350234,2531243,Medium,WD,NARCOTICSOutside,P171480967,1900-BLK PENROSE AV,39.291227,-76.647571,2017-05-28
492066,2890910,2760597,Medium,SD,NARCOTICS INSIDE,P172262128,2400 MARBOURNE AV,39.254244,-76.651442,2017-08-14
700487,3740678,2854152,Medium,ED,NARCOTICSOutside,P172601706,1900 BELAIR RD,39.312796,-76.583761,2017-09-17
720504,3822997,2458397,Medium,NE,NARCOTICSOutside,P171231523,4600 MARBLE HALL RD,39.346716,-76.596949,2017-05-03
78929,369472,2980133,Medium,NW,NARCOTICSOutside,P173061473,3600 GARRISON BL,39.329803999999996,-76.68243299999999,2017-11-02
442316,2058286,3409165,Medium,SW,NARCOTICS INSIDE,P181140658,1800 N ROSEDALE ST,39.308192,-76.669265,2018-04-24
471095,2800361,2678459,Medium,NE,NARCOTICSOutside,P171972314,2000 LYDONLEA WY,39.360007,-76.57706400000001,2017-07-16
123433,605998,2975219,Medium,SW,NARCOTICSOutside,P173042131,2100 GARRISON BL,39.311513,-76.675165,2017-10-31
572192,3189893,3161589,Medium,SW,NARCOTICS INSIDE,P180161846,4100 FREDERICK AV,39.281712,-76.68343399999999,2018-01-16
432194,2025009,3397211,Medium,WD,NARCOTICSOutside,P181092654,1200 LAURENS ST,39.303382,-76.63832,2018-04-19
354855,1824964,3293060,Medium,SD,NARCOTICSOutside,P180681934,4800 PENNINGTON AV,39.222762,-76.588216,2018-03-09
5596,45738,2675343,Medium,CD,NARCOTICSOutside,P171961988,300 N HOWARD ST,39.293022,-76.619704,2017-07-15
381194,1890979,3329721,Medium,ND,NARCOTICSOutside,P180831664,5300 YORK RD,39.354463,-76.609868,2018-03-24
89819,473480,2528939,Medium,WD,NARCOTICSOutside,P171471655,600 BLK N BRICE ST,39.295396999999994,-76.64976300000001,2017-05-27
591904,3286333,3015995,Medium,ED,NARCOTICSOutside,P173201523,700 E PRESTON ST,39.304848,-76.60805699999999,2017-11-16
181527,913307,2848700,Medium,ND,NARCOTICSOutside,P172582025,3400 GREENMOUNT AV,39.330023,-76.609441,2017-09-15
421518,1994575,3378806,Medium,ND,NARCOTICSOutside,P181030136,500 BLK SHERIDAN AV,39.354605,-76.609533,2018-04-13
437463,2041580,3404150,Medium,NW,NARCOTICSOutside,P181121096,3800 BLK W BELVEDERE AV,39.344815000000004,-76.681841,2018-04-22
659879,3572571,2908311,Medium,SD,NARCOTICSOutside,P172793332,4100 BLK GRACE CT,39.228320000000004,-76.587577,2017-10-06
345430,1801120,3278385,Medium,ED,NARCOTICS INSIDE,P180621225,2500 E MONUMENT ST,39.298843,-76.582305,2018-03-03
546201,3093422,3024288,Medium,SW,NARCOTICSOutside,P173231942,2700 WILKENS AV,39.27802,-76.658845,2017-11-19
43060,232360,2620109,Medium,SD,NARCOTICSOutside,P171780003,400 S PAYSON ST,39.282792,-76.64836,2017-06-26
529091,3076232,2503149,Medium,SD,NARCOTICSOutside,P171390045,4000 5TH ST,39.232476,-76.606038,2017-05-19
481875,2811229,3093023,Medium,NE,NARCOTICSOutside,P173521698,1200 SPRINGFIELD AV,39.343353,-76.597771,2017-12-18
509474,2977018,2606498,Medium,WD,NARCOTICSOutside,P171731213,1200 WINCHESTER ST,39.302489,-76.63748199999999,2017-06-22
25249,135052,2685689,Medium,ND,NARCOTICSOutside,P172000714,2900 W GARRISON AV,39.349533,-76.669359,2017-07-19
162653,799197,2883387,Medium,NW,NARCOTICSOutside,P172710383,5500 JONQUIL AV,39.349911,-76.686644,2017-09-28
429619,2018174,3393530,Medium,NE,NARCOTICSOutside,P181081601,4100 ECHODALE AV,39.338926,-76.553143,2018-04-18
75463,364899,2863888,Medium,WD,NARCOTICSOutside,P172640546,1500 TRACTION ST,39.311005,-76.642471,2017-09-21
549297,3096523,3156312,Medium,SW,NARCOTICSOutside,P180141027,2700 WILKENS AV,39.27802,-76.658845,2018-01-14
346909,1803260,3285942,Medium,ED,NARCOTICS INSIDE,P180651752,1500 KIA CT,39.307190000000006,-76.602003,2018-03-06
53913,246587,2978604,Medium,SW,NARCOTICS INSIDE,P173052810,4100 FREDERICK AV,39.281712,-76.68343399999999,2017-11-01
640774,3481890,2988543,Medium,SW,NARCOTICSOutside,P173091507,4100 FREDERICK AV,39.281712,-76.68343399999999,2017-11-05
206993,1481706,2617392,Medium,SW,NARCOTICSOutside,P171770225,900 BLK PINE HEIGHTS AV,39.271415000000005,-76.67662299999999,2017-06-26
607582,3378482,2722644,Medium,SE,NARCOTICSOutside,P172130430,400 N CONKLING ST,39.296907,-76.56791899999999,2017-08-01
608074,3378976,2733530,Medium,WD,NARCOTICSOutside,P172162641,2400 LIBERTY HEIGHTS AV,39.318704,-76.651887,2017-08-04
441315,2056976,3409581,Medium,NE,NARCOTICSOutside,P181141193,3000 MAYFIELD AV,39.348116999999995,-76.77481800000001,2018-04-24
92092,476491,2604358,Medium,WD,NARCOTICSOutside,P171722293,1600 BLK VINCENT CT,39.307354,-76.643937,2017-06-21
82275,373861,3067781,Medium,NW,NARCOTICSOutside,P173411745,3500 HAYWARD AV,39.349125,-76.680022,2017-12-07
10296,51850,2849800,Medium,NW,NARCOTICSOutside,P172590017,5400 BLK NARCISSUS AV,39.349014000000004,-76.684362,2017-09-16
475840,2805144,2891132,Medium,SW,NARCOTICSOutside,P172732371,4100 FREDERICK AV,39.281712,-76.68343399999999,2017-09-30
14913,57893,3014233,Medium,WD,NARCOTICSOutside,P173192499,2800 EDMONDSON AV,39.294476,-76.662976,2017-11-15
94544,479780,2701116,Medium,NW,NARCOTICSOutside,P172052131,5300 CORDELIA AV,39.347132,-76.68310699999999,2017-07-24
167886,836733,2690219,Medium,ED,NARCOTICSOutside,P172012585,2300 BLK E PRESTON ST,39.305709,-76.585103,2017-07-20
512358,2979912,2652909,Medium,CD,NARCOTICS INSIDE,P171882717,300 N EUTAW ST,39.293031,-76.621163,2017-07-07
693581,3733748,2615220,Medium,SD,NARCOTICSOutside,P171760889,1800 BLK W PRATT ST,39.285184,-76.64531,2017-06-25
160214,796050,2643062,Medium,NW,NARCOTICSOutside,P171852118,3600 W FOREST PARK AV,39.324751,-76.67710500000001,2017-07-04
60512,255315,3171884,Medium,CD,NARCOTICSOutside,P180201543,1500 PENNSYLVANIA AV,39.301922,-76.632707,2018-01-20
97836,484172,2829095,Medium,SD,NARCOTICSOutside,P172511561,3600 BLK ST VICTOR ST,39.234083,-76.59679799999999,2017-09-08
408664,1963768,3362564,Medium,CD,NARCOTICSOutside,P180962805,500 BLK ORCHARD ST,39.297686999999996,-76.623513,2018-04-06
176481,892347,2961373,Medium,NW,NARCOTICSOutside,P172991453,3300 BLK N EDGEWOOD ST,39.324987,-76.674722,2017-10-26
670917,3648843,2510233,Medium,NW,NARCOTICS INSIDE,P171410902,5300 FAIRLAWN AV,39.344928,-76.688968,2017-05-21
335781,1788404,3275903,Medium,WD,NARCOTICSOutside,P180611531,900 N MONROE ST,39.299101,-76.647544,2018-03-02
498364,2897227,2952430,Medium,NE,NARCOTICSOutside,P172960948,6600 HARFORD RD,39.362263,-76.55285,2017-10-23
599686,3370557,2513964,Medium,SD,NARCOTICSOutside,P171422161,1500 BLK RAMSAY ST,39.283333,-76.640671,2017-05-22
480584,2809938,3080042,Medium,WD,NARCOTICSOutside,P173462541,1700 RUXTON AV,39.307742,-76.65498000000001,2017-12-12
524299,2991906,3085969,Medium,WD,NARCOTICS INSIDE,P173490752,1600 VINCENT CT,39.307354,-76.643937,2017-12-15
389135,1910782,3341179,Medium,WD,NARCOTICS INSIDE,P180882662,2400 PENNSYLVANIA AV,39.309471,-76.641835,2018-03-29
299722,1689026,3220717,Medium,WD,NARCOTICSOutside,P180390982,1600 N CALHOUN ST,39.307173,-76.64251999999999,2018-02-08
129358,694841,2480817,Medium,ED,NARCOTICSOutside,P171311350,1500 BLK N EDEN ST,39.307389,-76.599698,2017-05-11
716073,3803709,2604384,Medium,WD,NARCOTICSOutside,P171722316,1700 N BENTALOU ST,39.307769,-76.653983,2017-06-21
496562,2895423,2875103,Medium,SE,NARCOTICSOutside,P172680564,6200 BLK SHIPVIEW WY,39.276555,-76.541712,2017-09-25
163594,800465,2977380,Medium,SD,NARCOTICSOutside,P173051459,3700 5TH ST,39.235545,-76.604477,2017-11-01
732426,3835464,2789397,Medium,SD,NARCOTICSOutside,P172362408,4000 PASCAL AV,39.229021,-76.59113599999999,2017-08-24
607886,3378788,2722731,Medium,NW,NARCOTICS INSIDE,P172130523,5100 BLK PARK HEIGHTS AV,39.348489,-76.674908,2017-08-01
690412,3730569,2531603,Medium,ED,NARCOTICSOutside,P171481365,2500 E MONUMENT ST,39.298843,-76.582305,2017-05-28
187054,1455822,2454933,Medium,NW,NARCOTICS INSIDE,P171221204,4000 BLK W BELVEDERE AV,39.344131,-76.682484,2017-05-02
693484,3733651,2598778,Medium,WD,NARCOTICSOutside,P171702679,1900 BLK PENROSE AV,39.291227,-76.647571,2017-06-19
581602,3275948,2694909,Medium,WD,NARCOTICSOutside,P172031140,1600 MCKEAN AV,39.306993,-76.647155,2017-07-22
564542,3182223,2891119,Medium,NW,NARCOTICSOutside,P172732359,4100 KATHLAND AV,39.325401,-76.68933100000001,2017-09-30
399149,1936795,3353176,Medium,SD,NARCOTICSOutside,P180931384,600 S BRICE ST,39.280429999999996,-76.6479,2018-04-03
486644,2885453,2573225,Medium,SW,NARCOTICSOutside,P171621084,1800 N ROSEDALE ST,39.308192,-76.669265,2017-06-11
266822,1560390,3125520,Medium,SD,NARCOTICS INSIDE,P180011849,1500 COLE ST,39.282249,-76.640644,2018-01-01
544132,3091348,3003311,Medium,WD,NARCOTICSOutside,P173150860,1800 W LEXINGTON ST,39.290564,-76.64583499999999,2017-11-11
378204,1882392,3324982,Medium,SD,NARCOTICSOutside,P180812190,1300 SARGEANT ST,39.280776,-76.63611,2018-03-22
682303,3660326,2961144,Medium,SD,NARCOTICSOutside,P172991193,1900 OHIO AV,39.27985,-76.646512,2017-10-26
108421,560065,2700500,Medium,SW,NARCOTICSOutside,P172051440,2700 WILKENS AV,39.27802,-76.658845,2017-07-24
428447,2014832,3391601,Medium,CD,NARCOTICS INSIDE,P181072339,2100 PENNSYLVANIA AV,39.306975,-76.638868,2018-04-17
613695,3384633,2873834,Medium,NW,NARCOTICSOutside,P172672066,4000 PARK HEIGHTS AV,39.33469,-76.66279399999999,2017-09-24
299779,1689150,3220821,Medium,NW,NARCOTICSOutside,P180391107,3300 N EDGEWOOD ST,39.324987,-76.674722,2018-02-08
76631,366385,2909926,Medium,WD,NARCOTICSOutside,P172801628,1300 W LANVALE ST,39.297857,-76.638631,2017-10-07
666973,3579693,3151524,Medium,ND,NARCOTICSOutside,P180121646,3700 HICKORY AV,39.332846999999994,-76.634276,2018-01-12
115806,596167,2715322,Medium,WD,NARCOTICSOutside,P172101570,1600 BLK N GILMOR ST,39.306875,-76.643401,2017-07-29
573375,3191371,3204656,Medium,SE,NARCOTICS INSIDE,P180322345,400 CORNWALL ST,39.288872999999995,-76.544785,2018-02-01
724277,3827236,2853143,Medium,SW,NARCOTICSOutside,P172600568,1900 HARMAN AV,39.266851,-76.652212,2017-09-17
685620,3663701,3098640,Medium,WD,NARCOTICSOutside,P173542219,900 BLK N MONROE ST,39.299101,-76.647544,2017-12-20
401801,1944814,3356554,Medium,WD,NARCOTICS INSIDE,P180942234,1300 W BALTIMORE ST,39.288503000000006,-76.638139,2018-04-04
710153,3750419,3191312,Medium,CD,NARCOTICS INSIDE,P180271762,300 N EUTAW ST,39.293031,-76.621163,2018-01-27
159788,795517,2588837,Medium,NW,NARCOTICSOutside,P171671697,4400 PATTERSON AV,39.352595,-76.706981,2017-06-16
19010,63384,3171940,Medium,CD,NARCOTICS INSIDE,P180201581,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2018-01-20
602278,3373163,2567161,Medium,SD,NARCOTICSOutside,P171601514,1500 RAMSAY ST,39.283333,-76.640671,2017-06-09
70979,358471,2727005,Medium,CD,NARCOTICSOutside,P172141935,600 BLK GOLD ST,39.307434,-76.63941,2017-08-02
95982,481709,2748997,Medium,CD,NARCOTICSOutside,P172221439,900 BLK PENNSYLVANIA AV,39.296611,-76.62610600000001,2017-08-10
485551,2884354,2505105,Medium,ND,NARCOTICSOutside,P171392286,2000 N CHARLES ST,39.312471,-76.616637,2017-05-19
167708,836506,2763131,Medium,WD,NARCOTICSOutside,P172271851,1900 PENROSE AV,39.291227,-76.647571,2017-08-15
321964,1758605,3256035,Medium,SW,NARCOTICS INSIDE,P180532112,3700 EDMONDSON AV,39.293957,-76.678525,2018-02-22
409709,1965123,3364605,Medium,SW,NARCOTICSOutside,P180971803,2900 BELMONT AV,39.303484999999995,-76.665974,2018-04-07
125154,608332,3078719,Medium,SE,NARCOTICSOutside,P173461059,6200 SHIPVIEW WY,39.276555,-76.541712,2017-12-12
33911,146390,3045752,Medium,NW,NARCOTICS INSIDE,P173322469,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-11-28
476760,2806087,2929022,Medium,SW,NARCOTICSOutside,P172871586,2700 WILKENS AV,39.27802,-76.658845,2017-10-14
560381,3178042,2759368,Medium,SW,NARCOTICS INSIDE,P172260762,3100 W NORTH AV,39.308983000000005,-76.669488,2017-08-14
445943,2075833,3416025,Medium,CD,NARCOTICSOutside,P181162371,1100 PENNSYLVANIA AV,39.298891999999995,-76.628949,2018-04-26
428123,2014228,3392599,Medium,ED,NARCOTICSOutside,P181080508,700 N ROSE ST,39.299295,-76.58161700000001,2018-04-18
35284,148177,3088178,Medium,WD,NARCOTICSOutside,P173502096,2500 LAURETTA AV,39.294041,-76.65623000000001,2017-12-16
167968,836844,2757588,Medium,SW,NARCOTICSOutside,P172251626,300 S AUGUSTA AV,39.281209000000004,-76.684601,2017-08-13
19130,63545,3174249,Medium,CD,NARCOTICSOutside,P180211038,2100 BRUNT ST,39.307158,-76.63807800000001,2018-01-21
497143,2896005,2897683,Medium,ED,NARCOTICSOutside,P172761017,1300 BLK AISQUITH ST,39.311759,-76.602623,2017-10-03
162278,798696,2766747,Medium,SW,NARCOTICSOutside,P172282668,4000 FREDERICK AV,39.281748,-76.68211600000001,2017-08-16
43954,233556,2654674,Medium,ED,NARCOTICSOutside,P171891483,1500 N BOND ST,39.307519,-76.596778,2017-07-08
718195,3805856,2945220,Medium,SD,NARCOTICSOutside,P172931820,1300 BLK SARGEANT ST,39.280739000000004,-76.636157,2017-10-20
