,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
565313,3182995,2924936,Medium,NW,NARCOTICSOutside,P172860118,5300 CORDELIA AV,39.347132,-76.68310699999999,2017-10-13
488077,2886889,2566599,Medium,NW,NARCOTICSOutside,P171600874,4000 WABASH AV,39.330995,-76.666043,2017-06-09
556566,3174219,2642036,Medium,NW,NARCOTICSOutside,P171850985,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-07-04
24115,133584,2602039,Medium,ED,NARCOTICSOutside,P171713112,2300 AIKEN ST,39.315940000000005,-76.598451,2017-06-20
688589,3728536,2467287,Medium,SE,NARCOTICSOutside,P171261629,2800 JEFFERSON ST,39.296921999999995,-76.577464,2017-05-06
18312,62451,3143985,Medium,SW,NARCOTICSOutside,P180091983,4600 EDMONDSON AV,39.293406,-76.693881,2018-01-09
126588,610167,3107900,Medium,WD,NARCOTICSOutside,P173581298,1600 BLK PRESBURY ST,39.307974,-76.64397199999999,2017-12-24
94388,479578,2690467,Medium,NW,NARCOTICS INSIDE,P172012876,3800 BLK DORCHESTER RD,39.328811,-76.680297,2017-07-20
663726,3576442,3035675,Medium,SW,NARCOTICSOutside,P173281546,500 N EDGEWOOD ST,39.29272,-76.67546999999999,2017-11-24
642124,3483242,3040029,Medium,SD,NARCOTICSOutside,P173301444,3600 BLK ST VICTOR ST,39.234083,-76.59679799999999,2017-11-26
292892,1673102,3212087,Medium,NW,NARCOTICSOutside,P180351783,3700 W ROGERS AV,39.350804,-76.68493199999999,2018-02-04
132576,698969,2571747,Medium,WD,NARCOTICSOutside,P171612850,1600-1632 MORELAND AV,39.306434,-76.655774,2017-06-10
182517,914616,2915475,Medium,WD,NARCOTICSOutside,P172821756,2400 REISTERSTOWN RD,39.315796,-76.649438,2017-10-09
648977,3561632,2539765,Medium,SD,NARCOTICSOutside,P171511348,1100 BLK W LOMBARD ST,39.286668,-76.635304,2017-05-31
254708,1544695,3024528,Medium,WD,NARCOTICSOutside,P173232194,700 N FREMONT AV,39.296865999999994,-76.63324899999999,2017-11-19
621747,3392710,3108641,Medium,SW,NARCOTICSOutside,P173582100,2700 WILKENS AV,39.27802,-76.658845,2017-12-24
620332,3391290,3070277,Medium,WD,NARCOTICSOutside,P173421673,1100 N CARROLLTON AV,39.301332,-76.637414,2017-12-08
689372,3729525,2495304,Medium,SW,NARCOTICS INSIDE,P171362033,4100 FREDERICK AV,39.281712,-76.68343399999999,2017-05-16
117403,598239,2771159,Medium,CD,NARCOTICSOutside,P172301114,1700 BLK DRUID HILL AV,39.30523,-76.632611,2017-08-18
692748,3732913,2592691,Medium,SE,NARCOTICSOutside,P171682450,2800 BLK JEFFERSON ST,39.296921999999995,-76.577464,2017-06-17
296215,1680610,3216598,Medium,ED,NARCOTICSOutside,P180371642,1100 N PATTERSON PARK AV,39.303928000000006,-76.58544499999999,2018-02-06
164727,801912,3151139,Medium,SD,NARCOTICSOutside,P180121266,3600 10TH ST,39.233802000000004,-76.59603100000001,2018-01-12
197877,1469860,2539334,Medium,ED,NARCOTICS INSIDE,P171510845,2200 BLK SHERWOOD AV,39.315043,-76.598376,2017-05-31
620372,3391330,3057945,Medium,SW,NARCOTICSOutside,P173371970,2700 WILKENS AV,39.27802,-76.658845,2017-12-03
656022,3568703,2778506,Medium,SW,NARCOTICSOutside,P172322852,2700 WILKENS AV,39.27802,-76.658845,2017-08-20
705287,3745516,2995767,Medium,CD,NARCOTICSOutside,P173121284,300 W LEXINGTON ST,39.291508,-76.620329,2017-11-08
264505,1557460,3111964,Medium,SD,NARCOTICS INSIDE,P173601481,1800 W PRATT ST,39.285184,-76.64531,2017-12-26
167066,835651,2580289,Medium,ED,NARCOTICSOutside,P171642767,2300 BLK E PRESTON ST,39.305709,-76.585103,2017-06-13
535354,3082514,2701803,Medium,NW,NARCOTICSOutside,P172052876,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-07-24
486966,2885775,2567328,Medium,ND,NARCOTICSOutside,P171601712,3800 BLK FALLS RD,39.334088,-76.63592299999999,2017-06-09
333013,1777333,3269955,Medium,ED,NARCOTICSOutside,P180590777,1900 N WOLFE ST,39.312647999999996,-76.591747,2018-02-28
264412,1557345,3111825,Medium,CD,NARCOTICS INSIDE,P173601331,1600 DIVISION ST,39.303849,-76.632924,2017-12-26
20049,64845,3189531,Medium,NW,NARCOTICSOutside,P180262883,5400 BLK JONQUIL AV,39.348703,-76.684984,2018-01-26
563154,3180834,2863135,Medium,SW,NARCOTICSOutside,P172632895,4100 FREDERICK AV,39.281712,-76.68343399999999,2017-09-20
275884,1572162,3180764,Medium,SW,NARCOTICS INSIDE,P180232666,500 S SMALLWOOD ST,39.281867999999996,-76.65114200000001,2018-01-23
522721,2990317,3012882,Medium,WD,NARCOTICSOutside,P173190938,1600 W NORTH AV,39.310039,-76.643415,2017-11-15
379642,1886121,3326842,Medium,CD,NARCOTICS INSIDE,P180821425,1800 DIVISION ST,39.305203999999996,-76.63460500000001,2018-03-23
11190,53017,2899140,Medium,NW,NARCOTICSOutside,P172762663,4600 GARRISON BL,39.33917,-76.68472299999999,2017-10-03
409342,1964651,3361178,Medium,ED,NARCOTICSOutside,P180961242,2300 E PRESTON ST,39.305709,-76.585103,2018-04-06
627882,3468961,2559289,Medium,SD,NARCOTICSOutside,P171572986,3600 5TH ST,39.236396,-76.604045,2017-06-06
143600,713208,2976635,Medium,SE,NARCOTICSOutside,P173050572,6100 BLK SHIPVIEW WY,39.276522,-76.542885,2017-11-01
510109,2977653,2582160,Medium,NE,NARCOTICSOutside,P171651314,3600 GLENMORE AV,39.35345,-76.544464,2017-06-14
55723,248939,3006073,Medium,ED,NARCOTICS INSIDE,P173161371,2400 E PRESTON ST,39.305756,-76.583973,2017-11-12
101196,488613,2963483,Medium,NW,NARCOTICSOutside,P173000776,3900 DORCHESTER RD,39.329496,-76.683274,2017-10-27
409295,1964587,3364063,Medium,ED,NARCOTICSOutside,P180971240,2700 ASHLAND AV,39.301068,-76.579433,2018-04-07
274141,1569870,3171860,Medium,WD,NARCOTICS INSIDE,P180201471,1200 W BALTIMORE ST,39.28857,-76.636894,2018-01-20
115910,596300,2725116,Medium,NW,NARCOTICSOutside,P172133176,2700 W COLD SPRING LN,39.339515999999996,-76.666646,2017-08-01
728184,3831193,2743965,Medium,ED,NARCOTICSOutside,P172202261,2300 BLK E PRESTON ST,39.305709,-76.585103,2017-08-08
679781,3657773,2854040,Medium,SE,NARCOTICSOutside,P172601571,600 BLK N MILTON AV,39.297877,-76.582226,2017-09-17
596156,3290600,3130217,Medium,WD,NARCOTICS INSIDE,P180032162,2800 EDMONDSON AV,39.294476,-76.662976,2018-01-03
327316,1769874,3280308,Medium,CD,NARCOTICSOutside,P180630615,1500 PENNSYLVANIA AV,39.301922,-76.632707,2018-03-04
432904,2026843,3398063,Medium,SW,NARCOTICS INSIDE,P181100574,3400 CLIFTON AV,39.310989,-76.674237,2018-04-20
430218,2019751,3393672,Medium,SW,NARCOTICSOutside,P181081740,400 MILLINGTON AV,39.280867,-76.656778,2018-04-18
431760,2024051,3396593,Medium,CD,NARCOTICS INSIDE,P181091956,1100 PENNSYLVANIA AV,39.298891999999995,-76.628949,2018-04-19
726072,3829074,2876268,Medium,ND,NARCOTICSOutside,P172681909,3400 GREENMOUNT AV,39.330023,-76.609441,2017-09-25
87705,470574,2472027,Medium,NE,NARCOTICSOutside,P171281077,1200 WALKER AV,39.371074,-76.594462,2017-05-08
81697,373134,3086268,Medium,NE,NARCOTICS INSIDE,P173491097,3400 BELAIR RD,39.322408,-76.572563,2017-12-15
455444,2093653,3427571,Medium,SW,NARCOTICSOutside,P181202412,1900 GRINNALDS AV,39.267109000000005,-76.651234,2018-04-30
475253,2804556,2892686,Medium,SW,NARCOTICSOutside,P172741136,2100 BLK FREDERICK AV,39.285714,-76.650048,2017-10-01
537993,3085173,2752719,Medium,CD,NARCOTICSOutside,P172232487,700 BLK RESERVOIR ST,39.312821,-76.62814200000001,2017-08-11
480964,2810318,3084016,Medium,NW,NARCOTICSOutside,P173481450,5400 JONQUIL AV,39.348703,-76.684984,2017-12-14
14568,57457,2994000,Medium,CD,NARCOTICSOutside,P173112087,300 N EUTAW ST,39.293031,-76.621163,2017-11-07
172610,886489,2557515,Medium,SW,NARCOTICSOutside,P171570968,1900 N LONGWOOD ST,39.309527,-76.667573,2017-06-06
546850,3094072,3070474,Medium,SE,NARCOTICSOutside,P173421896,1400 E FAYETTE ST,39.29298,-76.598292,2017-12-08
299811,1689216,3220847,Medium,NW,NARCOTICSOutside,P180391135,3300 SPAULDING AV,39.347122,-76.676677,2018-02-08
18039,62096,3117674,Medium,ED,NARCOTICSOutside,P173630392,2500 E MONUMENT ST,39.298843,-76.582305,2017-12-29
718565,3806242,3095474,Medium,SD,NARCOTICSOutside,P173531614,1000 BLK W LOMBARD ST,39.286752,-76.633785,2017-12-19
650462,3563120,2573669,Medium,ED,NARCOTICSOutside,P171621575,400 E 21ST ST,39.313445,-76.61105500000001,2017-06-11
487186,2885995,2564343,Medium,NW,NARCOTICSOutside,P171591775,4900 BLK PEMBRIDGE AV,39.349129,-76.669246,2017-06-08
450850,2085069,3424227,Medium,CD,NARCOTICS INSIDE,P181191352,2100 DRUID HILL AV,39.308341999999996,-76.636442,2018-04-29
559249,3176907,2727049,Medium,SD,NARCOTICSOutside,P172141990,300 S MONROE ST,39.284134,-76.64670600000001,2017-08-02
249601,1537977,2995845,Medium,SD,NARCOTICS INSIDE,P173121380,4100 BLK MORRISON CT,39.228363,-76.588022,2017-11-08
326942,1769401,3258374,Medium,SW,NARCOTICSOutside,P180541872,600 BLK S SMALLWOOD ST,39.280366,-76.650315,2018-02-23
665610,3578328,3101231,Medium,NW,NARCOTICSOutside,P173552218,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-12-21
444603,2065373,3413432,Medium,ED,NARCOTICSOutside,P181152565,2500 E BIDDLE ST,39.304738,-76.5825,2018-04-25
332548,1776714,3269737,Medium,SW,NARCOTICSOutside,P180590500,2100 GARRISON BL,39.311513,-76.675165,2018-02-28
733630,3836712,3127883,Medium,SD,NARCOTICSOutside,P180022301,1300 GLYNDON AV,39.281384,-76.63725600000001,2018-01-02
212888,1489736,2664310,Medium,WD,NARCOTICSOutside,P171923170,1100 RIGGS AV,39.301153,-76.636377,2017-07-11
66922,353377,2592372,Medium,NE,NARCOTICSOutside,P171682104,4200 KOLB AV,39.35295,-76.53274300000001,2017-06-17
663735,3576451,3046753,Medium,WD,NARCOTICSOutside,P173330667,1800 W LEXINGTON ST,39.290564,-76.64583499999999,2017-11-29
11641,53620,2893481,Medium,SD,NARCOTICSOutside,P172742028,1900 BLK MCHENRY ST,39.284187,-76.646869,2017-10-01
134929,702035,2665855,Medium,SW,NARCOTICSOutside,P171931521,700 NOTTINGHAM RD,39.294317,-76.70246800000001,2017-07-12
402283,1945980,3357071,Medium,CD,NARCOTICSOutside,P180942781,400 OXFORD CT,39.300768,-76.624522,2018-04-04
74502,363602,2838694,Medium,SW,NARCOTICSOutside,P172542961,2700 WILKENS AV,39.27802,-76.658845,2017-09-11
661237,3573934,2935105,Medium,SW,NARCOTICSOutside,P172892328,2700 WILKENS AV,39.27802,-76.658845,2017-10-16
399171,1936821,3353114,Medium,NW,NARCOTICSOutside,P180841167,3900 CHATHAM RD,39.330453000000006,-76.683278,2018-04-03
522450,2990046,3012884,Medium,SE,NARCOTICSOutside,P173190943,6100 SHIPVIEW WY,39.276522,-76.542885,2017-11-15
468303,2797566,2570592,Medium,NW,NARCOTICSOutside,P171611593,5400 BLK JONQUIL AV,39.348703,-76.684984,2017-06-10
725996,3828998,2856307,Medium,ED,NARCOTICSOutside,P172611331,2300 E PRESTON ST,39.305709,-76.585103,2017-09-18
579618,3273958,2658364,Medium,ND,NARCOTICSOutside,P171902441,700 EVESHAM AV,39.365136,-76.607062,2017-07-09
130086,695784,2486921,Medium,ED,NARCOTICSOutside,P171331970,700 E PRESTON ST,39.304848,-76.60805699999999,2017-05-13
550524,3098070,3198276,Medium,WD,NARCOTICS INSIDE,P180300996,900 N MONROE ST,39.299101,-76.647544,2018-01-30
449669,2083507,3424670,Medium,NW,NARCOTICSOutside,P181191827,6600 REISTERSTOWN RD,39.357073,-76.703734,2018-04-29
417943,1984879,3386181,Medium,WD,NARCOTICSOutside,P181051574,1300 N CAREY ST,39.303366,-76.63894300000001,2018-04-15
709472,3749714,3148858,Medium,WD,NARCOTICSOutside,P180111788,900 N MONROE ST,39.299101,-76.647544,2018-01-11
470532,2799798,2651293,Medium,SE,NARCOTICSOutside,P171880927,3700 GOUGH ST,39.288653000000004,-76.566464,2017-07-07
177461,893727,3116415,Medium,WD,NARCOTICS INSIDE,P173621624,2300 N FULTON AV,39.314462,-76.644876,2017-12-28
641503,3482620,3012702,Medium,NE,NARCOTICSOutside,P173190720,2600 POLK ST,39.319864,-76.595345,2017-11-15
27409,137863,2788454,Medium,WD,NARCOTICSOutside,P172361338,1200 BLK N STRICKER ST,39.302551,-76.64174,2017-08-24
614826,3385767,2904320,Medium,NW,NARCOTICSOutside,P172782169,5400 REISTERSTOWN RD,39.346255,-76.68826899999999,2017-10-05
610573,3381480,2801551,Medium,SD,NARCOTICS INSIDE,P172410321,3600 5TH ST,39.236396,-76.604045,2017-08-29
42300,231310,2591513,Medium,ND,NARCOTICSOutside,P171681174,1700 UNION AV,39.331856,-76.64314499999999,2017-06-17
387298,1904155,3336046,Medium,SW,NARCOTICS INSIDE,P180862681,4100 FREDERICK AV,39.281712,-76.68343399999999,2018-03-27
515250,2982823,2752252,Medium,SW,NARCOTICSOutside,P172231960,2700 WILKENS AV,39.27802,-76.658845,2017-08-11
75400,364814,2869757,Medium,NE,NARCOTICSOutside,P172660707,1000 BLK HIGNET WY,39.304229,-76.546172,2017-09-23
405385,1955113,3367024,Medium,NW,NARCOTICSOutside,P180981637,3900 CHATHAM RD,39.330453000000006,-76.683278,2018-04-08
714970,3798248,2956770,Medium,WD,NARCOTICS INSIDE,P172972826,1300 N WOODYEAR ST,39.303337,-76.639638,2017-10-24
632035,3473127,2679522,Medium,CD,NARCOTICSOutside,P171980470,1800 BLK PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-07-17
695385,3735559,2676080,Medium,NW,NARCOTICSOutside,P171962808,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-07-15
646496,3487656,3193932,Medium,ED,NARCOTICS INSIDE,P180281573,2500 E BIDDLE ST,39.304738,-76.5825,2018-01-28
120188,601812,2853609,Medium,SD,NARCOTICSOutside,P172601098,1900 W LOMBARD ST,39.28613,-76.64694899999999,2017-09-17
236017,1520160,2881326,Medium,WD,NARCOTICSOutside,P172701315,2300 BRYANT AV,39.316798999999996,-76.648618,2017-09-27
110863,589730,2536694,Medium,CD,NARCOTICSOutside,P171501210,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-05-30
604323,3375213,2641023,Medium,SD,NARCOTICSOutside,P171843269,400 S PAYSON ST,39.282792,-76.64836,2017-07-03
586528,3280917,2856358,Medium,WD,NARCOTICSOutside,P172611391,1500 BLK N CAREY ST,39.306877,-76.640406,2017-09-18
412501,1970303,3369794,Medium,NE,NARCOTICS INSIDE,P180992275,4600 GLENARM AV,39.343739,-76.536265,2018-04-09
718048,3805702,2942481,Medium,SW,NARCOTICSOutside,P172921721,500 BLK NORMANDY AV,39.292619,-76.681528,2017-10-19
96037,481784,2783323,Medium,NW,NARCOTICSOutside,P172342170,REISTERSTOWN PLAZA,39.456413,-76.816576,2017-08-22
564171,3181852,2890332,Medium,SD,NARCOTICSOutside,P172731495,3000 CHERRYLAND RD,39.248325,-76.62339,2017-09-30
384167,1896846,3332533,Medium,WD,NARCOTICSOutside,P180851531,1600 MCKEAN AV,39.306993,-76.647155,2018-03-26
710733,3751144,3188939,Medium,NE,NARCOTICS INSIDE,P180262187,5900 RADECKE AV,39.330693,-76.532031,2018-01-26
569372,3187066,3078625,Medium,SW,NARCOTICSOutside,P173460948,4100 FREDERICK AV,39.281712,-76.68343399999999,2017-12-12
307931,1707514,3232184,Medium,ED,NARCOTICSOutside,P180441324,2300 BLK AIKEN ST,39.315983,-76.59840799999999,2018-02-13
41251,229877,2559086,Medium,NE,NARCOTICSOutside,P171572768,5600 FAIR OAKS AV,39.357279999999996,-76.565888,2017-06-06
135029,702152,2665395,Medium,WD,NARCOTICSOutside,P171930980,2400 PENNSYLVANIA AV,39.309471,-76.641835,2017-07-12
89008,472404,2498391,Medium,SD,NARCOTICSOutside,P171371905,1500 SPRUCE ST,39.229822999999996,-76.589748,2017-05-17
595368,3289811,3093050,Medium,SE,NARCOTICSOutside,P173521726,1300 E FAYETTE ST,39.292703,-76.599223,2017-12-18
160447,796361,2662702,Medium,WD,NARCOTICSOutside,P171921371,600 N ARLINGTON AV,39.295665,-76.635661,2017-07-11
533969,3081125,2650818,Medium,NE,NARCOTICSOutside,P171880386,6800 EVERALL AV,39.359378,-76.536723,2017-07-07
709806,3750072,3153191,Medium,ND,NARCOTICSOutside,P180130236,500 SHERIDAN AV,39.354605,-76.609533,2018-01-13
730214,3833238,3060074,Medium,WD,NARCOTICSOutside,P173381831,1900 BLK PENROSE AV,39.291227,-76.647571,2017-12-04
729730,3832752,3001753,Medium,SD,NARCOTICSOutside,P173142137,2700 W PATAPSCO AV,39.254807,-76.656805,2017-11-10
700612,3740803,2845810,Medium,SW,NARCOTICSOutside,P172571982,2600 BLK WILKENS AV,39.27874,-76.656701,2017-09-14
484872,2883673,2490739,Medium,SW,NARCOTICSOutside,P171350237,3200 WALBROOK AV,39.310057,-76.671319,2017-05-15
174408,889197,2663976,Medium,ND,NARCOTICSOutside,P171922802,3000 WYLIE AV,39.341977,-76.665188,2017-07-11
33656,146054,3043147,Medium,SW,NARCOTICSOutside,P173312528,2700 WILKENS AV,39.27802,-76.658845,2017-11-27
401455,1943814,3355991,Medium,NW,NARCOTICSOutside,P180941576,3200 SPAULDING AV,39.347842,-76.675517,2018-04-04
124354,607234,3041438,Medium,SD,NARCOTICSOutside,P173310617,100 S CALHOUN ST,39.286479,-76.639433,2017-11-27
175926,891538,2876091,Medium,NE,NARCOTICSOutside,P172681715,6600 HARFORD RD,39.362263,-76.55285,2017-09-25
104671,493240,3071908,Medium,SW,NARCOTICSOutside,P173430648,2700 WILKENS AV,39.27802,-76.658845,2017-12-09
167198,835837,2607516,Medium,WD,NARCOTICSOutside,P171732336,300 N CAREY ST,39.292384999999996,-76.638339,2017-06-22
388056,1906624,3337915,Medium,SW,NARCOTICSOutside,P180871908,1800 N ROSEDALE ST,39.308192,-76.669265,2018-03-28
244075,1530717,2946411,Medium,SD,NARCOTICS INSIDE,P172933146,1600 BLK MCHENRY ST,39.284379,-76.64252900000001,2017-10-20
659458,3572149,2873791,Medium,SW,NARCOTICSOutside,P172672014,4100 FREDERICK AV,39.281712,-76.68343399999999,2017-09-24
374029,1871720,3319824,Medium,WD,NARCOTICSOutside,P180790850,2400 W FRANKLIN ST,39.293515,-76.65486,2018-03-20
603915,3374805,2611173,Medium,WD,NARCOTICSOutside,P171743109,1600 BLK VINCENT CT,39.307354,-76.643937,2017-06-23
20136,64968,3197484,Medium,NW,NARCOTICSOutside,P180292887,3500 REISTERSTOWN RD,39.327795,-76.65942199999999,2018-01-29
732778,3835816,2721470,Medium,SD,NARCOTICSOutside,P172122324,1200 W OSTEND ST,39.280925,-76.63294,2017-07-31
713610,3789324,2971888,Medium,ED,NARCOTICSOutside,P173031291,2300 BLK E PRESTON ST,39.305709,-76.585103,2017-10-30
620090,3391048,3035280,Medium,SW,NARCOTICSOutside,P173281118,2700 DULANY ST,39.279368,-76.658479,2017-11-24
716004,3803640,2633175,Medium,SD,NARCOTICSOutside,P171820935,100 S STOCKTON ST,39.286537,-76.637325,2017-07-01
312698,1718227,3238446,Medium,ND,NARCOTICSOutside,P180462771,3000 WYLIE AV,39.341988,-76.66515600000001,2018-02-15
356986,1830138,3297605,Medium,WD,NARCOTICSOutside,P180701262,100 N FREMONT AV,39.290003000000006,-76.629494,2018-03-11
320700,1743793,2786117,Medium,SE,NARCOTICSOutside,P172351959,6200 SHIPVIEW WY,39.276555,-76.541712,2017-08-23
134535,701544,2628040,Medium,ND,NARCOTICSOutside,P171802025,1400 DELLWOOD AV,39.333197,-76.638738,2017-06-29
705480,3745710,3021445,Medium,SW,NARCOTICSOutside,P173221492,500 N EDGEWOOD ST,39.29272,-76.67546999999999,2017-11-18
481387,2810741,3107821,Medium,NW,NARCOTICSOutside,P173581211,5400 BLK NARCISSUS AV,39.349014000000004,-76.684362,2017-12-24
441796,2057593,3410471,Medium,ED,NARCOTICSOutside,P181142252,2200 ORLEANS ST,39.295472,-76.586303,2018-04-24
291699,1671284,3211431,Medium,WD,NARCOTICSOutside,P180351060,1300 W BALTIMORE ST,39.288503000000006,-76.638139,2018-02-04
587312,3281704,2857003,Medium,NW,NARCOTICSOutside,P172612122,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-09-18
715547,3803163,2498651,Medium,SW,NARCOTICSOutside,P171372188,600 N GRANTLEY ST,39.294435,-76.677242,2017-05-17
685476,3663556,3082787,Medium,ND,NARCOTICS INSIDE,P173480014,4600 YORK RD,39.344485999999996,-76.609574,2017-12-13
723641,3826598,2845222,Medium,NW,NARCOTICSOutside,P172571299,4700 WILERN AV,39.344640999999996,-76.673604,2017-09-14
425641,2004860,3383101,Medium,WD,NARCOTICSOutside,P181041424,1200 LAURENS ST,39.303382,-76.63832,2018-04-14
183928,916633,2484037,Medium,CD,NARCOTICSOutside,P171322035,100 N HOWARD ST,39.290597,-76.619519,2017-05-12
177028,893135,3107214,Medium,SE,NARCOTICSOutside,P173580575,500 N BELNORD AV,39.297214000000004,-76.57863,2017-12-24
441372,2057050,3409365,Medium,SW,NARCOTICSOutside,P181140890,4000 FREDERICK AV,39.281748,-76.68211600000001,2018-04-24
18556,62774,3146776,Medium,NW,NARCOTICSOutside,P180102330,3600 GARRISON BL,39.329803999999996,-76.68243299999999,2018-01-10
527225,2994856,3186260,Medium,SW,NARCOTICS INSIDE,P180252431,4100 FREDERICK AV,39.281712,-76.68343399999999,2018-01-25
34001,146508,3022233,Medium,CD,NARCOTICSOutside,P173222378,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-11-18
170267,855694,2883755,Medium,ED,NARCOTICSOutside,P172710817,700 BLK N PATTERSON PARK AV,39.29874,-76.585114,2017-09-28
388909,1909968,3340817,Medium,WD,NARCOTICSOutside,P180882333,900 N MONROE ST,39.299101,-76.647544,2018-03-29
522947,2990544,3028517,Medium,SW,NARCOTICSOutside,P173251475,3500 WILKENS AV,39.272153,-76.676648,2017-11-21
532565,3079718,2607278,Medium,NW,NARCOTICSOutside,P171732089,3700 MARMON AV,39.335263,-76.701075,2017-06-22
493655,2892503,2804751,Medium,WD,NARCOTICSOutside,P172421041,1800 BLK W LEXINGTON ST,39.290564,-76.64583499999999,2017-08-30
234567,1518255,2863085,Medium,SE,NARCOTICSOutside,P172632833,400 N ROSE ST,39.295787,-76.581404,2017-09-20
216569,1494560,2703285,Medium,CD,NARCOTICS INSIDE,P172061462,900 PENNSYLVANIA AV,39.296611,-76.62610600000001,2017-07-25
540276,3087463,2843467,Medium,WD,NARCOTICSOutside,P172562393,1800 BLK W LEXINGTON ST,39.290564,-76.64583499999999,2017-09-13
339219,1792814,3268798,Medium,WD,NARCOTICSOutside,P180582493,2800 BLK WOODBROOK AV,39.314118,-76.64584599999999,2018-02-27
649372,3562030,2531469,Medium,WD,NARCOTICSOutside,P171481218,2200 W LEXINGTON ST,39.290416,-76.65158199999999,2017-05-28
123888,606623,3043126,Medium,NE,NARCOTICSOutside,P173312510,4400 CHALET CT,39.326707,-76.560482,2017-11-27
108399,560010,2699858,Medium,SD,NARCOTICSOutside,P172050717,2000 EAGLE ST,39.280931,-76.647349,2017-07-24
563790,3181471,2885278,Medium,NE,NARCOTICSOutside,P172712551,5900 RADECKE AV,39.330693,-76.532031,2017-09-28
14228,57016,3011199,Medium,SD,NARCOTICS INSIDE,P173181967,1500 RAMSAY ST,39.283333,-76.640671,2017-11-14
208357,1483460,2623119,Medium,WD,NARCOTICSOutside,P171783422,600 BLK S PULASKI ST,39.279846,-76.64843,2017-06-27
85757,378813,3182225,Medium,CD,NARCOTICSOutside,P180241071,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2018-01-24
