,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,2010 Census Wards Precincts,2010 Census Neighborhoods,Zip Codes,longitude,latitude
18804,LBD7,BWL,276.0,2017-05-01,2018-04-30,2017,1320.0,0802,Renewed,ALESIA,CHENERY,THE PORT PUBLIC HOUSE,"JR'S BAR & GRILL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1229 HULL STREET,21230,169.0,137.0,27953.0,39.272061, -76.591983
18805,LBD7,BWL,82.0,2017-05-01,2018-04-30,2017,1320.0,0285,Renewed,RICHARD T,KOEHLER,GRIFFITH'S TAVERN,"GRIFFITH'S, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3631 HICKORY AVENUE,21211,20.0,102.0,14006.0,39.33155, -76.633936
18806,LB,BWL,112.0,2017-05-01,2018-04-30,2017,2020.0,0129,Renewed,THOMAS A.,"WELSCH, JR.",PLUG UGLY'S PUBLICK HOUSE,"PLUG UGLY'S HOSPITALITY GROUP, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2908 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280363, -76.575074
18807,LA,BWL,169.0,2017-05-01,2018-04-30,2017,858.0,0810,Renewed,TSEGA ,TESFATSION,SAMI WINES,"PIGTOWN WINE, BEER & LIQUOR INC.",Package goods only,6 days,"Beer, Wine, & Liquor",786 WASHINGTON BOULEVARD,21230,168.0,250.0,27953.0,39.28294, -76.62841
18809,WA,BW,19.0,2017-05-01,2018-04-30,2017,110.0,0660,Renewed,SABRINA,DIPASQUALE,MASTELLONE'S,"MASTELLONE DELI AND WINE SHOP, INC.",Package goods only,6 days,Beer & Light Wine,7212 HARFORD ROAD,21234,266.0,174.0,27957.0,39.368651, -76.547295
18810,LBD7,BWL,67.0,2017-05-01,2018-04-30,2017,1320.0,0270,Renewed,CINDY,STERN,O'CONNORS,4801 EASTERN AVENUE CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",4801 EASTERN AVENUE,21224,139.0,203.0,27935.0,39.287071, -76.555604
18811,LB,BWL,180.0,2017-05-01,2018-04-30,2017,1570.0,0370,Renewed,COREY,POLYOKA,PARTS & LABOR,"PARTS & LABOR, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2600 HOWARD STREET NORTH,21218,12.0,209.0,27307.0,39.319458, -76.619846
18812,LA,BWL,107.0,2017-05-01,2018-04-30,2017,858.0,0649,Renewed,JOHN,UPPERMAN,HANOVER LIQUORS,"SHAKTI HANOVER,LLC",Package goods only,6 days,"Beer, Wine, & Liquor",1701 HANOVER STREET SOUTH,21230,173.0,222.0,27953.0,39.27037, -76.615114
18813,LB,BWL,60.0,2017-05-01,2018-04-30,2017,1320.0,0073,Renewed,OLEG,GUZMAN,KOSHER BITE,"KOSHER BITE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",6309 REISTERSTOWN ROAD,21215,60.0,208.0,27295.0,39.35501, -76.700762
18814,LB,BWL,92.0,2017-05-01,2018-04-30,2017,2070.0,0109,Renewed,BARRY ,LOWENTHAL ,THE BRASS TAP,"BELLEROCK, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1205 MOUNT ROYAL AVENUE WEST,21217,95.0,151.0,27301.0,39.306613, -76.619646
18816,LBD7,BWL,125.0,2017-05-01,2018-04-30,2017,1320.0,0332,Renewed,ANNIE R.,BUTLER,CLUB CLIMAX,,Tavern,7 days,"Beer, Wine, & Liquor",2432 BALTIMORE STREET WEST,21223,78.0,225.0,27632.0,39.287785, -76.655286
18818,LA,BWL,72.0,2017-05-01,2018-04-30,2017,858.0,0527,Renewed,YOUNG Y.,PARK,HAMPDEN PARKS LIQUORS,"TJ LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3701 FALLS ROAD,21211,20.0,102.0,14006.0,39.33275, -76.635505
18819,LB,BWL,140.0,2017-05-01,2018-04-30,2017,1320.0,0162,Renewed,KI WON ,SHIN,NAK WON RESTAURANT,"NAK WON, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",12-16 20TH STREET WEST,21218,160.0,44.0,27307.0,39.312174, -76.617167
18821,LB,BWL,210.0,2017-05-01,2018-04-30,2017,2500.0,0567,Renewed,REHANNA,TALLIM-PARENT,WATERFRONT HOTEL BAR & GRILL,"WATERFRONT HOTEL BAR & GRILL, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1710 THAMES STREET,21231,286.0,68.0,27954.0,39.281854, -76.592177
18822,LB,BWL,86.0,2017-05-01,2018-04-30,2017,2570.0,0099,Renewed,PATRICK,RUSSELL,KOOPERS TAVERN,"KOOPER'S TAVERN, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1702 THAMES STREET,21231,286.0,68.0,27954.0,39.281848, -76.592437
18824,LBD7,BWL,136.0,2017-05-01,2018-04-30,2017,1320.0,0343,Renewed,THOMAS F,WIRTH,TOM & OLIVE'S CAFE,,Tavern,7 days,"Beer, Wine, & Liquor",2942 MONUMENT STREET EAST,21205,124.0,145.0,13987.0,39.299099, -76.575418
18825,LA-2,BWL,3.0,2017-05-01,2018-04-30,2017,858.0,0520,Renewed,SAM YONG,LEE,VILLAGE LIQUORS,"S AND H LIQUORS, INC.",Package Goods Only,6 days,"Beer, Wine, & Liquor",4220 EDMONDSON AVENUE,21229,75.0,213.0,27950.0,39.293667, -76.686863
18826,LB,BWL,170.0,2017-05-01,2018-04-30,2017,1340.0,0312,Renewed,REGINA P.,VITALE,ALDO'S RISTORANTE ITALIANO,"VITA, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",306 HIGH STREET SOUTH,21202,109.0,57.0,13645.0,39.286061, -76.601668
18827,LC,BWL,10.0,2017-05-01,2018-04-30,2017,550.0,0697,Renewed,GEOFFREY W.,HOLLAND,GRUNWALD CLUB,"GRUNWALD CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",2825-27 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280022, -76.575885
18828,LD,BWL,6.0,2017-05-01,2018-04-30,2017,825.0,0805,Renewed,ANGELA,WINDER,THE PLACE,"REDNIWA, INC.",Tavern,6 days,"Beer, Wine, & Liquor",315 FRANKLIN STREET WEST,21201,92.0,65.0,13642.0,39.294906, -76.620728
18829,LB,BWL,232.0,2017-05-01,2018-04-30,2017,2500.0,0592,Renewed,JAMES C.,KRAMER,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,"MCCORMICK & SCHMICK MARYLAND LIQUOR,INC",Restaurant,7 days,"Beer, Wine, & Liquor",711 EASTERN AVENUE,21202,6.0,121.0,13645.0,39.284916, -76.605699
18830,LBD7,BWL,192.0,2017-05-01,2018-04-30,2017,1320.0,0416,Renewed,WAYNE,LAING,13.5% WINE BAR,"MLJ, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1117-19 36TH STREET WEST,21211,20.0,102.0,14006.0,39.33103, -76.634417
18833,LA,BWL,42.0,2017-05-01,2018-04-30,2017,858.0,0491,Renewed,MICHAEL J.,"STEWART, JR.",RITE AID,"READ'S, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3127-33 GREENMOUNT AVENUE,21218,181.0,1.0,27307.0,39.326995, -76.609416
18834,LBHM,BWL,5.0,2017-05-01,2018-04-30,2017,7000.0,0191,Renewed,JAMES A.,PROCACCIANTI,HOLIDAY INN BALTIMORE INNER HARBOR,"PMD BEVERAGE SERVICES, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",301 LOMBARD STREET WEST,21201,5.0,241.0,13642.0,39.287544, -76.620095
18836,LA,BWL,105.0,2017-05-01,2018-04-30,2017,858.0,0643,Renewed,HYE JUNG,CHUNG,MIMI'S DISCOUNT LIQUORS,"MIMI LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2607-09 GREENMOUNT AVENUE,21218,179.0,98.0,27307.0,39.319925, -76.609474
18837,LBD7,BWL,218.0,2017-05-01,2018-04-30,2017,1320.0,0444,Renewed,SHAILJA,ANAND,TUSKER LOUNGE,"5302 FRANKFORD, LLC",Tavern,7 days,"Beer, Wine, & Liquor",5302 FRANKFORD AVENUE,21206,208.0,46.0,13991.0,39.32451, -76.540838
18838,LB,BWL,169.0,2017-05-01,2018-04-30,2017,2300.0,0311,Renewed,LENNY,SIERRA,TRIO,SIERRA INC.,Restaurant,7 days,"Beer, Wine, & Liquor",3907-23 LOMBARD STREET EAST,21224,140.0,8.0,27935.0,39.29151, -76.564531
18839,LA,BWL,5.0,2017-05-01,2018-04-30,2017,858.0,0448,Renewed,SOON JA,YEO,J & B KELLER'S LIQUOR,,Package goods only,6 days,"Beer, Wine, & Liquor",865 36TH STREET WEST,21211,73.0,102.0,14006.0,39.331165, -76.631119
18842,LA,BWL,93.0,2017-05-01,2018-04-30,2017,858.0,0627,Renewed,KIM,HAWKINS,CLUB HOUSE,"HOUSE OF CLUBS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2102-04 GREENMOUNT AVENUE,21218,157.0,73.0,27307.0,39.313667, -76.609498
18843,LB,BWL,173.0,2017-05-01,2018-04-30,2017,1540.0,0358,Renewed,ALEXANDER F.,SMITH,HARBOR EAST DELICATESSEN,"MADCOW, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1006 ALICEANNA STREET,21202,109.0,121.0,13645.0,39.283263, -76.599491
18844,LB,BWL,227.0,2017-05-01,2018-04-30,2017,1520.0,0586,Renewed,JIN WOOK,KANG,NIWANA RESTAURANT,"KIDS 'N PLAY, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",3215 CHARLES STREET NORTH,21218,35.0,277.0,27307.0,39.327863, -76.617524
18845,LB,BWL,216.0,2017-05-01,2018-04-30,2017,1540.0,0574,Renewed,EDWARD K.,BOSCO,VERDE,VERDE CORPORATION,Restaurant,7 days,"Beer, Wine, & Liquor",641 MONTFORD AVENUE SOUTH,21224,116.0,30.0,27935.0,39.284091, -76.582778
18847,LBD7,BWL,242.0,2017-05-01,2018-04-30,2017,1320.0,0726,Renewed,WILLIAM G.,MATRICCIANI,PLAYBOOK,"WEIDOG, LLC",Tavern,7 days,"Beer, Wine, & Liquor",6700 GERMAN HILL ROAD,21222,135.0,94.0,27628.0,39.281096, -76.534323
18848,LB,BWL,88.0,2017-05-01,2018-04-30,2017,2520.0,0105,Renewed,ELY,HURWITZ,RUTH'S CHRIS STEAKHOUSE,"EURASIAN HARBOR, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",711 EASTERN AVENUE,21202,6.0,121.0,13645.0,39.284916, -76.605699
18849,LBD7,BWL,41.0,2017-05-01,2018-04-30,2017,1320.0,0239,Renewed,LORRAINE ,PARRISH ,BALTIMORE EAGLE,"4 CRAZY GUYS,LLC",Tavern,7 days,"Beer, Wine, & Liquor",2022 CHARLES STREET NORTH,21218,160.0,44.0,27307.0,39.313071, -76.616667
18851,LA,BWL,97.0,2017-05-01,2018-04-30,2017,858.0,0632,Renewed,ROBEL ,KIDANE ,SUN M LIQUORS,"SHEWELELEI,LLC",Package goods only,6 days,"Beer, Wine, & Liquor",2700 NORTH AVENUE WEST,21216,42.0,246.0,27297.0,39.309335, -76.661306
18852,LBD7,BWL,104.0,2017-05-01,2018-04-30,2017,1320.0,0307,Renewed,IN TAE,KIL,WYLIE LIQUORS,"J & T LIQUORS, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3101-03 WYLIE AVENUE,21215,237.0,43.0,27295.0,39.341561, -76.666308
18853,LB,BWL,11.0,2017-05-01,2018-04-30,2017,1840.0,0018,Renewed,DAVID,NIEHENKE,MICK O'SHEA'S IRISH PUB,"S & D O'SHEA'S, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",326-28 CHARLES STREET NORTH,21201,6.0,65.0,13642.0,39.293205, -76.61541
18854,LBD7,BWL,234.0,2017-05-01,2018-04-30,2017,1320.0,0717,Renewed,JOSEPH ,ARIZZI,DESIRE,"DESIRE,LLC",Tavern,7 days,"Beer, Wine, & Liquor",3821-23 PULASKI HIGHWAY,21224,140.0,181.0,27935.0,39.296721, -76.564992
18856,LB,BWL,159.0,2017-05-01,2018-04-30,2017,1840.0,0185,Renewed,DANIEL,WYLIE,FOOD MARKET,"MARKET 450, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1017 36TH STREET WEST,21211,20.0,102.0,14006.0,39.33107, -76.633273
18858,LBD7,BWL,61.0,2017-05-01,2018-04-30,2017,1320.0,0260,Renewed,DARLINE,WILLIAMS,CLUB BAR,SUAH LIGHTHOUSE COMPANY INC,Tavern,7 days,"Beer, Wine, & Liquor",1609 LAURENS STREET,21217,86.0,221.0,27301.0,39.303145, -76.643839
18860,LA,BWL,48.0,2017-05-01,2018-04-30,2017,858.0,0498,Renewed,VINCENT,KIM,BELMONT LIQUORS,"MYONG & YONG, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2908 BELMONT AVENUE,21216,83.0,216.0,27297.0,39.303467, -76.666443
18861,LBD7,BWL,234.0,2017-05-01,2018-04-30,2017,1320.0,0717,Renewed,VINCENT ,TOLSON,DESIRE,"DESIRE,LLC",Tavern,7 days,"Beer, Wine, & Liquor",3821-23 PULASKI HIGHWAY,21224,140.0,181.0,27935.0,39.296721, -76.564992
18862,LA,BWL,145.0,2017-05-01,2018-04-30,2017,858.0,0771,Renewed,ALEX S.,PARK,BOLTON HILL FOOD CENTER,,Package goods only,6 days,"Beer, Wine, & Liquor",1111 PARK AVENUE,21201,95.0,21.0,27301.0,39.305215, -76.622003
18863,LB,BWL,138.0,2017-05-01,2018-04-30,2017,2020.0,0160,Renewed,SUDHIR ,TRIVEDI,BOSPHORUS,"OZTURK, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",5716 YORK ROAD,21212,257.0,215.0,14009.0,39.359763, -76.609938
18864,LB,BWL,142.0,2017-05-01,2018-04-30,2017,1520.0,0164,Renewed,MARIGOT ,MILLER ,ABBEY BURGER FELLS POINT,"MILLERZ,LLC",Restaurant,7 days,"Beer, Wine, & Liquor",811 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.282265, -76.592896
18865,LBD7,BWL,53.0,2017-05-01,2018-04-30,2017,1320.0,0252,Renewed,JAE HO,CHOO,BERMUDA BAR & LIQUORS,"JH CHOO, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1801-03 NORTH AVENUE EAST,21213,155.0,23.0,26956.0,39.312196, -76.592785
18867,LB,BWL,212.0,2017-05-01,2018-04-30,2017,1320.0,0569,Renewed,ANGELA,ELIAS,ANGIE'S SEAFOOD,"ANGIE'S SEAFOOD, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1727 PRATT STREET EAST,21231,287.0,240.0,27954.0,39.289299, -76.59245
18868,LBD7,BWL,31.0,2017-05-01,2018-04-30,2017,1320.0,0229,Renewed,DEBRA NICOLE,POPOVICH,TODD CONNER'S,"HAPPY DOG, INC.",Tavern,7 days,"Beer, Wine, & Liquor",700 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.283398, -76.593496
18869,LBHM,BWL,4.0,2017-05-01,2018-04-30,2017,7200.0,0190,Renewed,SHEILA,SCOTT,RADISSON HOTEL AT CROSS KEYS,SHAZALINA HOSPITALITY CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",5050 FALLS ROAD,21210,254.0,214.0,14004.0,39.354222, -76.643676
18870,LD,BWL,16.0,2017-05-01,2018-04-30,2017,825.0,0843,Renewed,KELLY ,SCOTT,SNUG & EVIL,"THUNDERSNOW, LLC",Tavern,6 days,"Beer, Wine, & Liquor",1401 DECATUR STREET,21230,169.0,137.0,27953.0,39.270482, -76.59442
18871,LBD7,BWL,64.0,2017-05-01,2018-04-30,2017,1320.0,0267,Renewed,GEORGE ,MARSHALL,MARSHALL'S BAR,"MARSHALL'S, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2351 WASHINGTON BOULEVARD,21230,164.0,162.0,27953.0,39.268825, -76.649949
18872,LA,BWL,112.0,2017-05-01,2018-04-30,2017,858.0,0654,Renewed,DAMOREE,DHARAM,HARFORD ROAD LIQUORS,"DREAM REALITY, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",4627 HARFORD ROAD,21214,188.0,18.0,27291.0,39.342697, -76.569135
18873,LB,BWL,78.0,2017-05-01,2018-04-30,2017,2500.0,0091,Renewed,TED,"JABARA, III",ADMIRAL FELL INN,"MJ FELLS POINT, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",818 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.281859, -76.593423
18875,LBD7,BWL,49.0,2017-05-01,2018-04-30,2017,1320.0,0248,Renewed,ERIKA,ROBINSON,EPIC LOUNGE BAR & CUTRATE,"EPIC LOUNGE BAR CUTRATE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2711 FAYETTE STREET EAST,21224,123.0,9.0,27935.0,39.29456, -76.578374
18876,LB,BWL,117.0,2017-05-01,2018-04-30,2017,1320.0,0134,Renewed,JOSEPH,HEALY,LIFE OF REILLY IRISH PUB & RESTAURANT,"LIFE OF REILLY, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2031 FAIRMOUNT AVENUE EAST,21231,120.0,27.0,27954.0,39.292871, -76.588358
18877,LBD7,BWL,113.0,2017-05-01,2018-04-30,2017,1320.0,0320,Renewed,CRAIG B.,BOARMAN,OTTOBAR,"CAMP ZAMA, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2549-53 HOWARD STREET NORTH,21218,12.0,209.0,27307.0,39.31883, -76.619795
18878,LBD7,BWL,107.0,2017-04-24,2018-04-30,2017,200.0,T0314,Transferred,SAMORI,WYATT,"A.O. HAMMONS GROUP, INC.",SHIPYARD PUB,Tavern,7 days,"Beer, Wine, & Liquor",3500 O'DONNELL STREET,21224,130.0,30.0,27935.0,39.280498, -76.567549
18880,LA,BWL,23.0,2017-05-01,2018-04-30,2017,858.0,0467,Renewed,SARAH ,HIGH ,"SIX PAX ""N"" MORE","LAVINA,LLC",Package goods only,6 days,"Beer, Wine, & Liquor",6622 BELAIR ROAD,21206,226.0,39.0,13991.0,39.354386, -76.53109
18882,LA,BWL,85.0,2017-05-01,2018-04-30,2017,858.0,0614,Renewed,BYUNG MOOK,CHO,FULTON DISCOUNT LIQUORS,"FULTON DISCOUNT LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",551 FULTON AVENUE NORTH,21223,88.0,106.0,27632.0,39.295097, -76.645565
18883,LC,BWL,6.0,2017-05-01,2018-04-30,2017,550.0,0599,Renewed,BARBARA ANN,BATES,SUMMIT SOCIAL CLUB,"SUMMIT SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1231 PRESTON STREET EAST,21202,107.0,180.0,13645.0,39.305105, -76.600671
18884,LB,BWL,247.0,2017-05-01,2018-04-30,2017,1320.0,0801,Renewed,SUE HI,HONG,SUZIE'S SOBA,"SUE-BOK, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1009 36TH STREET WEST,21211,20.0,102.0,14006.0,39.331079, -76.633037
18885,LBD7,BWL,130.0,2017-05-01,2018-04-30,2017,1320.0,0337,Renewed,PANTELIS,TSERKIS,CASTAWAY BAR & GRILL,"LA SCALLA, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2206-08 BOSTON STREET,21231,117.0,30.0,27954.0,39.283707, -76.585329
18886,D,B,2.0,2017-05-01,2018-04-30,2017,200.0,0828,Renewed,LESTER  F.,SMITH ,DIAMONDBACK BREWING,"DIAMONDBACK BREWING COMPANY, LLC",Brewery,7 days,Beer,1215 FORT AVE. EAST,21230,169.0,138.0,27953.0,39.270218, -76.597252
18887,LB,BWL,82.0,2017-05-01,2018-04-30,2017,1320.0,0095,,JOAN,DOLINA ,THE ARTHOUSE,"THE ARTHOUSE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1115 36TH STREET WEST,21211,20.0,102.0,14006.0,39.331033, -76.634321
18889,LB,BWL,218.0,2017-05-01,2018-04-30,2017,1820.0,0576,Renewed,OGBAZION,GEORGE,TABOR ETHIOPIAN RESTAURANT,TABOR ETHIOPIAN CUISINE INC,Restaurant,7 days,"Beer, Wine, & Liquor",328 PARK AVE,21201,5.0,65.0,13642.0,39.293852, -76.618195
18890,LB,BWL,186.0,2017-05-01,2018-04-30,2017,1800.0,0423,Renewed,DIMITRI,VENGALAKOS,LOAFERS 2,TDF CORPORATION,Restaurant,7 days,"Beer, Wine, & Liquor",1401 BLOOMFIELD AVENUE,21227,166.0,244.0,27944.0,39.261864, -76.666699
18891,LB,BWL,10.0,2017-05-01,2018-04-30,2017,1320.0,0017,Renewed,JAMES B.,WALES,MY THAI,BETHAI CO,Restaurant,7 days,"Beer, Wine, & Liquor",1300 BANK STREET,21231,109.0,57.0,27954.0,39.286373, -76.598704
18896,LA,BWL,106.0,2017-05-01,2018-04-30,2017,858.0,0647,Renewed,REDAI A.,BERHE,LOMBARD LIQUORS,"BERHE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",402 LOMBARD STREET WEST,21201,5.0,241.0,13642.0,39.287486, -76.621382
18897,LA,BWL,156.0,2017-05-01,2018-04-30,2017,858.0,0784,Renewed,MICHAEL,FITZGERALD,PRATT LIQUOR & CONVENIENCE,"STT, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1816-18 PRATT STREET EAST,21231,113.0,240.0,27954.0,39.289358, -76.591042
18898,LBD7,BWL,255.0,2017-05-01,2018-04-30,2017,1320.0,0740,Renewed,MARA,HOUSEHOLDER,CAPTAIN LARRY'S,"CANDLEFACE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",601-05 FORT AVENUE EAST,21230,171.0,212.0,27953.0,39.272889, -76.604874
18899,LB,BWL,193.0,2017-05-01,2018-04-30,2017,2000.0,0548,Renewed,ROBERT,ZISSEL,GORDON BIERSCH BREWERY AND RESTAURANT,"HARBOR EAST BREWERY, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1000 LANCASTER STREET SUITE B,21202,109.0,121.0,13645.0,39.282433, -76.599382
18900,LD,BWL,15.0,2017-05-01,2018-04-30,2017,825.0,0841,Renewed,KARIN,TIFFANY,PETER'S INN,"PETER'S INN, INC.",Tavern,6 days,"Beer, Wine, & Liquor",504 ANN STREET SOUTH,21231,286.0,68.0,27954.0,39.28546, -76.591384
18902,LBD7,BWL,262.0,2017-05-01,2018-04-30,2017,1320.0,0747,Renewed,ERNEST R.,HATMAKER,CHEZ JOEY,"CHEZ JOEY, LLC",Tavern,7 days,"Beer, Wine, & Liquor",415 BALTIMORE STREET EAST,21202,6.0,65.0,13645.0,39.289766, -76.609565
18903,LD,BWL,26.0,2017-05-01,2018-04-30,2017,825.0,0863,Renewed,MARGARET,SWEENEY-DISIMONE,GIOVANNI'S TUTTI GUSTI,"COSTACOLE, LLC",Tavern,6 days,"Beer, Wine, & Liquor",3100 FAIT AVENUE,21224,114.0,30.0,27935.0,39.283336, -76.572592
18904,LBD7,BWL,108.0,2017-05-01,2018-04-30,2017,1320.0,0315,Renewed,ANDREW J.,ALLEY,SCORES BALTIMORE,"SCMD, LLC",Tavern,7 days,"Beer, Wine, & Liquor",615 FALLSWAY,21202,92.0,196.0,13645.0,39.297618, -76.610414
18905,LM-G,BWL,5.0,2017-05-01,2018-04-30,2017,600.0,0570,Renewed,CHARLES M. ,THOMAS,CLIFTON PARK GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,Municipal Golf Course,,"Beer, Wine, & Liquor",2801 HARFORD ROAD,21213,198.0,53.0,26956.0,39.323442, -76.587425
18906,WA,BW,14.0,2017-05-01,2018-04-30,2017,110.0,0618,Renewed,GENARO,DURAN,MADELINE DELI GROCERY BEER AND WINE,"MADELINE DELI GROCERY BEER AND WINE, INC.",Package goods only,6 days,Beer & Light Wine,401 FURROW STREET SOUTH,21223,279.0,36.0,27632.0,39.282782, -76.65187
18907,LB,BWL,225.0,2017-05-01,2018-04-30,2017,1320.0,0584,Renewed,ROBERT M.,MAKAROVICH,CLIPPER MILL,"ROBJAM, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1619 UNION AVENUE,21211,20.0,102.0,14006.0,39.332007, -76.641324
18908,LA,BWL,16.0,2017-05-01,2018-04-30,2017,858.0,0459,Renewed,BERNARD H,KEE,BANK DISCOUNT LIQUORS,BH-KEE CORPORATION,Package goods only,6 days,"Beer, Wine, & Liquor",1419-21 BANK STREET,21231,109.0,68.0,27954.0,39.286422, -76.597686
18909,LB,BWL,191.0,2017-05-01,2018-04-30,2017,1320.0,0544,Renewed,VERONIKA,ROMANS,HOPKINS DELI,"MR. MISTER, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",110 39TH STREET WEST,21218,28.0,237.0,14004.0,39.336445, -76.622716
18910,LA,BWL,83.0,2017-05-01,2018-04-30,2017,858.0,0612,Renewed,LONNIE,SHAULIS,IRVINGTON CUT RATE LIQUORS,"KI S. KIM, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4100 FREDERICK AVENUE,21229,290.0,122.0,27950.0,39.281712, -76.683434
18911,LBHM,BWL,1.0,2017-05-01,2018-04-30,2017,6500.0,0180,Renewed,ERICA HILARY,HAGEMAN,HYATT PLACE,"INTERSTATE MANAGEMENT COMPANY, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",511 CENTRAL AVENUE SOUTH,21231,109.0,121.0,27954.0,39.284616, -76.599132
18913,WA,BW,22.0,2017-05-01,2018-04-30,2017,110.0,0762,Renewed,ELIZABETH,PORTER,CR MARKET,"CR MARKET, INC.",Package goods only,6 days,Beer & Light Wine,712-14 MOSHER STREET WEST,21217,101.0,242.0,27301.0,39.300307, -76.634891
18915,LBAL,BWL,1.0,2017-05-01,2018-04-30,2017,12700.0,0154,Renewed,MAX,MOOG,POWER PLANT LIVE!,"34 MARKET PLACE CONCESSIONAIRE, LLC",Arena,7 days,"Beer, Wine, & Liquor",34 MARKET PLACE,21202,6.0,65.0,13645.0,39.288521, -76.606894
18916,LB,BWL,67.0,2017-05-01,2018-04-30,2017,1320.0,0080,Renewed,MARY V.,HOLTER,IBAR,"IBAR BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2118 MARYLAND AVENUE,21218,160.0,44.0,27307.0,39.313748, -76.618076
18918,LBHM,BWL,2.0,2017-05-01,2018-04-30,2017,6700.0,0186,Renewed,PATRICIA,YEVICE-EISENBERG,RESIDENCE INN BALTIMORE INNER HARBOR,"IA URBAN HOTELS BALTIMORE TRS, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",17 LIGHT STREET,21202,6.0,65.0,13645.0,39.288619, -76.613675
18919,LA,BWL,35.0,2017-05-01,2018-04-30,2017,858.0,0484,Renewed,KYEONG IM,SEO,H & S MARKET,,Package goods only,6 days,"Beer, Wine, & Liquor",2643 CECIL AVENUE,21218,159.0,54.0,27307.0,39.321007, -76.597873
18920,LA,BWL,168.0,2017-05-01,2018-04-30,2017,858.0,0809,Renewed,CHONG MUN,LEE,PLAZA LIQUORS,"C & C LEE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5722 WABASH AVENUE,21215,59.0,223.0,27295.0,39.348785, -76.700648
18922,LBD7,BWL,102.0,2017-05-01,2018-04-30,2017,1320.0,0305,Renewed,MARK S.,SHEUBROOKS,SLIDERS BAR AND GRILL,"SLIDERS BAR AND GRILL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",504-06 WASHINGTON BOULEVARD,21230,1.0,241.0,27953.0,39.28558, -76.622487
