,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,2010 Census Wards Precincts,2010 Census Neighborhoods,Zip Codes,longitude,latitude
19632,LBD7,BWL,191.0,2017-05-01,2018-04-30,2017,1320.0,0415,Renewed,HO K.,LAWLER,SUGAR HILL TAVERN,"HBS ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2361 DRUID HILL AVENUE,21217,18.0,195.0,27301.0,39.311481, -76.639372
19633,LB,BWL,162.0,2017-05-01,2018-04-30,2017,1320.0,0215,Renewed,DEBRA,DUTTON,MOUNT EVEREST RESTAURANT,"GANESH BHAGWAH, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1011 36TH STREET WEST,21211,20.0,102.0,14006.0,39.331077, -76.633084
19635,LBD7,BWL,142.0,2017-05-01,2018-04-30,2017,1320.0,0349,Renewed,BINITA,SHAH,PULASKI LIQUOR EMPORIUM,"SHIYA, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6425 PULASKI HIGHWAY,21205,140.0,203.0,13987.0,39.304027, -76.540467
19636,LBD7,BWL,237.0,2017-05-01,2018-04-30,2017,1320.0,0720,Renewed,SHANTEL,COLLINS,HOLLINSWOOD INN,"AJKJ, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2839 ANNAPOLIS ROAD,21230,162.0,134.0,27953.0,39.25384, -76.638718
19637,LB,BWL,241.0,2017-05-01,2018-04-30,2017,1320.0,0646,Renewed,MARY,AL-KHATIB,RED EMMA'S BOOKSTORE COFFEHOUSE,"RED EMMA'S, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",30 NORTH AVENUE WEST,21201,160.0,44.0,27307.0,39.311122, -76.617501
19638,LBD7,BWL,162.0,2017-05-01,2018-04-30,2017,1370.0,0385,Renewed,IAN ANDREW ,STALFORT,WINE SOURCE,"WELLS ENTERPRISES,INC.",Tavern,7 days,"Beer, Wine, & Liquor",3601 ELM AVENUE,21211,73.0,102.0,14006.0,39.331742, -76.631265
19639,LA,BWL,128.0,2017-05-01,2018-04-30,2017,858.0,0673,Renewed,JONG B.,SIM,A & B LIQUORS,"SIM'S INTERNATIONAL, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",523-25 LEXINGTON STREET WEST,21201,5.0,65.0,13642.0,39.291398, -76.62341
19640,LBD7,BWL,244.0,2017-05-01,2018-04-30,2017,1320.0,0728,Renewed,CARROLL ,SMITH ,SLIM ACE OF CLUB,"4200 PARKSIDE BELAIR,INC.",Tavern,7 days,"Beer, Wine, & Liquor",4200 BELAIR ROAD,21206,203.0,275.0,13991.0,39.327785, -76.565806
19641,LB,BWL,125.0,2017-05-01,2018-04-30,2017,1520.0,0143,Renewed,SAMUEL ,CURRERI,SAMMY'S ENOTECA,"SAMMY'S ENOTECA, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",621-25 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.283983, -76.593247
19642,LBD7,BWL,106.0,2017-05-01,2018-04-30,2017,1320.0,0313,Renewed,KRISTINA,DIAKOLOUKAS,MOBYS,"TOMMY, INC.",Tavern,7 days,"Beer, Wine, & Liquor",721 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.283004, -76.593174
19643,LA,BWL,3.0,2017-05-01,2018-04-30,2017,858.0,0005,Renewed,MI HWA,KWON,ORYE'S LIQUOR,"J.D.P., INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1001 25TH STREET EAST,21218,156.0,73.0,27307.0,39.317682, -76.599907
19644,LBD7,BWL,226.0,2017-05-01,2018-04-30,2017,1320.0,0638,Renewed,MYONG NAM ,KIM,M & M LOUNGE,"MYONGNAM, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2500 BIDDLE STREET EAST,21213,153.0,19.0,26956.0,39.304738, -76.5825
19645,LC,BWL,12.0,2017-05-01,2018-04-30,2017,550.0,0699,Renewed,JOHN D.,PUMPHREY,BROOKLYN PLEASURE CLUB,"BROOKLYN PLEASURE CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",430 PATAPSCO AVENUE EAST,21225,142.0,26.0,27937.0,39.236951, -76.604384
19646,LA-2,BWL,4.0,2017-05-01,2018-04-30,2017,858.0,0530,Renewed,LI FANG ,JIANG,FEDERAL DISCOUNT LIQUORS,JIA JIA CORPORATION,Package Goods Only,6 days,"Beer, Wine, & Liquor",1619 FEDERAL STREET EAST,21213,154.0,180.0,26956.0,39.308477, -76.595807
19647,LB,BWL,204.0,2017-05-01,2018-04-30,2017,1800.0,0561,Renewed,RICHARD G.,HASKELL,FLEMING'S PRIME STEAKHOUSE AND WINE BAR,"FLEMING'S OF BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",720 ALICEANNA STREET,21202,109.0,121.0,13645.0,39.283088, -76.602123
19648,LA,BWL,150.0,2017-05-01,2018-04-30,2017,858.0,0777,Renewed,JAE K.,RYU,HEIGHT'S LIQUORS,"HEIGHTS LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5302 PARK HEIGHTS AVENUE,21215,244.0,200.0,27295.0,39.350074, -76.679444
19649,LD,BWL,20.0,2017-05-01,2018-04-30,2017,825.0,0853,Renewed,KYU Y.,SO,NO RUSH LIQUORS,"A & P LIQUORS, INC.",Tavern,6 days,"Beer, Wine, & Liquor",825 POPLAR GROVE STREET,21216,233.0,86.0,27297.0,39.297645, -76.665093
19650,LBD7,BWL,219.0,2017-05-01,2018-04-30,2017,1320.0,0445,Renewed,SEAN M.,SIMMS,SANDMAN'S,"SEAN'S SANDMAN,INC.",Tavern,7 days,"Beer, Wine, & Liquor",708 BAYLIS STREET SOUTH,21224,130.0,30.0,27935.0,39.283984, -76.567917
19651,LA,BWL,115.0,2017-05-01,2018-04-30,2017,858.0,0658,Renewed,PEPPER K.,MINTZ,NORTHERN PHARMACY,"NORTHERN PHARMACY&MEDICAL EQUIPMENT,INC.",Package goods only,6 days,"Beer, Wine, & Liquor",6701 HARFORD ROAD,21234,266.0,174.0,27291.0,39.363598, -76.551719
19652,LB,BWL,229.0,2017-05-01,2018-04-30,2017,1520.0,0588,Renewed,PO,CHANG,ZEN WEST ROADSIDE CANTINA,"CHANCO GROUP, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",5914-16 YORK ROAD,21212,257.0,215.0,14009.0,39.364361, -76.609946
19653,LB,BWL,229.0,2017-05-01,2018-04-30,2017,1520.0,0588,Renewed,JO,CHANG,ZEN WEST ROADSIDE CANTINA,"CHANCO GROUP, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",5914-16 YORK ROAD,21212,257.0,215.0,14009.0,39.364361, -76.609946
19655,LB,BWL,7.0,2017-05-01,2018-04-30,2017,1800.0,0013,Renewed,DOROTHEA,LOCCO,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,"BALTIMORE ROSE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",6798 REISTERSTOWN ROAD,21215,60.0,208.0,27295.0,39.359423, -76.706785
19656,LB,BWL,22.0,2017-05-01,2018-04-30,2017,1320.0,0030,Renewed,ANTHONY,DEMARTINI,FREDDIES,"BGBD, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",7209 HARFORD ROAD,21234,266.0,174.0,27957.0,39.368421, -76.547495
19659,LA,BWL,87.0,2017-05-01,2018-04-30,2017,858.0,0616,Renewed,JUNG  WON ,JI,BUNNY'S LIQUORS,"WON WON J, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2217-19 FULTON AVENUE NORTH,21217,19.0,195.0,27301.0,39.313746, -76.645702
19660,LBD7,BWL,80.0,2017-05-01,2018-04-30,2017,1320.0,0283,Renewed,JAMES H.,"PERSING, JR.",JP'S,"JARP, INC.",Tavern,7 days,"Beer, Wine, & Liquor",528 BOULDIN STREET SOUTH,21224,130.0,30.0,27935.0,39.285584, -76.570702
19661,LA,BWL,107.0,2017-05-01,2018-04-30,2017,858.0,0649,Renewed,VIJAYKUMAR,PATEL,HANOVER LIQUORS,"SHAKTI HANOVER,LLC",Package goods only,6 days,"Beer, Wine, & Liquor",1701 HANOVER STREET SOUTH,21230,173.0,222.0,27953.0,39.27037, -76.615114
19663,LD,BWL,11.0,2017-05-01,2018-04-30,2017,825.0,0832,Renewed,RAYMOND,ZHAO,BROTHERS SUSHI,"ZHAO BROTHERS, LLC",Tavern,6 days,"Beer, Wine, & Liquor",1035-37 CHARLES STREET SOUTH,21230,175.0,67.0,27953.0,39.277477, -76.614416
19664,LB,BWL,45.0,2017-05-01,2018-04-30,2017,1320.0,0054,Renewed,SANG SUN,LEE,NAM KANG KOREAN RESTAURANT,SANG SUN CORPORATION,Restaurant,7 days,"Beer, Wine, & Liquor",2126 MARYLAND AVENUE,21218,160.0,44.0,27307.0,39.314021, -76.618093
19666,LA,BWL,69.0,2017-05-01,2018-04-30,2017,858.0,0524,Renewed,JIN MAN,KIM,GLOBAL LIQUORS,"J & B DISCOUNT LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4332 ERDMAN AVENUE,21213,150.0,52.0,26956.0,39.310694, -76.564466
19667,LD,BWL,43.0,2017-05-01,2018-04-30,2017,825.0,1009,Renewed,RICHARD ,ROYER,MONDO,"WORLD THEATRE COMPANY ,LLC",Tavern,6 days,"Beer, Wine, & Liquor",404-06 HOWARD STREET NORTH,21201,5.0,65.0,13642.0,39.294144, -76.619765
19668,LA,BWL,147.0,2017-05-01,2018-04-30,2017,858.0,0773,Renewed,JEONG SUG,LEE,ROBINSON'S FOOD & VARIETY MARKET,"ROBINSON'S FOOD & VARIETY MARKET, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3601 PARK HEIGHTS AVENUE,21215,72.0,187.0,27295.0,39.329577, -76.658934
19669,LBD7,BWL,129.0,2017-05-01,2018-04-30,2017,1320.0,0336,Renewed,JAVALAK,METTAWIPAREE,THAI RESTAURANT,"ROYAL THAI, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3316 GREENMOUNT AVENUE,21218,182.0,251.0,27307.0,39.328993, -76.609427
19670,LBD7,BWL,10.0,2017-05-01,2018-04-30,2017,1320.0,0206,Renewed,RANDAL B.,"ETHERIDGE, III",IDLE HOUR,"BRENDAL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",201 FORT AVENUE EAST,21230,170.0,212.0,27953.0,39.272788, -76.609896
19671,LBD7,BWL,226.0,2017-05-01,2018-04-30,2017,1320.0,0638,Renewed,YONG DOO,PARK,M & M LOUNGE,"MYONGNAM, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2500 BIDDLE STREET EAST,21213,153.0,19.0,26956.0,39.304738, -76.5825
19672,LBD7,BWL,92.0,2017-05-01,2018-04-30,2017,1820.0,0295,Renewed,DAVID ADAM,NEWMAN,BLUE PIT BBQ,"BLUE PIT, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1601 UNION AVENUE,21211,20.0,102.0,14006.0,39.332072, -76.640793
19673,LB,BWL,97.0,2017-05-01,2018-04-30,2017,2020.0,0114,Renewed,DAVID,OVERTON,CHEESECAKE FACTORY,"CHEESECAKE FACTORY RESTAURANTS, INC.",Restaurant,7 days,"Beer, Wine, & Liquor", HARBORPLACE-201 E.PRATT ST,21202,3.0,121.0,13645.0,39.286611, -76.610968
19674,LB,BWL,89.0,2017-05-01,2018-04-30,2017,1320.0,0106,Renewed,KAM,SESUM,SUSHI-SAN RESTAURANT,"KYS, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2748 LIGHTHOUSE POINT EAST,21224,115.0,30.0,27935.0,39.278406, -76.578835
19675,LB,BWL,137.0,2017-05-01,2018-04-30,2017,2020.0,0159,Renewed,JERRY W.,WADDELL,SAMMY'S TRATTORIA,"SAM'S ITALIAN RESTAURANT, LLC.",Restaurant,7 days,"Beer, Wine, & Liquor",1200 CHARLES STREET NORTH,21201,97.0,151.0,13645.0,39.30356, -76.616061
19677,LBD7,BWL,176.0,2017-05-01,2018-04-30,2017,1320.0,0400,Renewed,ALEJO J.,MARTINEZ,EL OASIS RESTAURANT Y DISCOTEC,"EL OASIS RESTAURANT Y DISCOTEC, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3919-21 EASTERN AVENUE,21224,130.0,17.0,27935.0,39.286744, -76.56377
19678,LA,BWL,66.0,2017-05-01,2018-04-30,2017,858.0,0518,Renewed,JUNG HO,LEE,DENISON LIQUORS,,Package goods only,6 days,"Beer, Wine, & Liquor",3401 EDMONDSON AVENUE,21229,75.0,267.0,27950.0,39.29398, -76.674269
19680,LBD7,BWL,13.0,2017-05-01,2018-04-30,2017,1320.0,0209,Renewed,RAYMOND,HARCUM,COACH'S RONDEZVOUS,"COACHES LIBATION RONDEZVOUS TAVERN, LLC",Tavern,7 days,"Beer, Wine, & Liquor",134-36 25TH STREET WEST,21218,12.0,278.0,27307.0,39.317751, -76.619471
19681,LA,BWL,57.0,2017-05-01,2018-04-30,2017,858.0,0509,Renewed,JUNG A.,LEE,DECKER LIQUOR,"DECKER LIQUOR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1241 DECKER AVENUE NORTH,21213,152.0,15.0,26956.0,39.30601, -76.574969
19682,LBD7,BWL,253.0,2017-05-01,2018-04-30,2017,1320.0,0737,Renewed,DEBORAH D.,WACKER,BRANNAN'S PUB,"HARFORD ROAD GROUP, LLC",Tavern,7 days,"Beer, Wine, & Liquor",5516 HARFORD ROAD,21214,225.0,105.0,27291.0,39.352903, -76.560943
19684,LB,BWL,25.0,2017-05-01,2018-04-30,2017,2320.0,0033,Renewed,BHARAT,BARAIL,LUMBINI RESTAURANT,"NEHA, INC",Restaurant,7 days,"Beer, Wine, & Liquor",322 CHARLES STREET NORTH,21201,6.0,65.0,13642.0,39.29335, -76.615422
19685,LA,BWL,50.0,2017-05-01,2018-04-30,2017,858.0,0501,Renewed,ANGREZ,SINGH,EASTERN LIQUORS,"6400 EASTERN LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",6400 EASTERN AVENUE,21224,137.0,126.0,27935.0,39.287769, -76.538822
19686,LC,BWL,14.0,2017-05-01,2018-04-30,2017,550.0,0703,Renewed,MICHAEL,DREDDEN,PHAROAH SOCIAL CLUB,"PHAROAH SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1848-50 COLLINGTON AVENUE NORTH,21213,155.0,23.0,26956.0,39.31166, -76.587458
19687,LBD7,BWL,155.0,2017-05-01,2018-04-30,2017,1320.0,0374,Renewed,BIBEK,GAUTAM,WAVERLY TAVERN,"BS&R, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3801 OLD YORK ROAD,21218,183.0,251.0,27307.0,39.335626, -76.607523
19688,LB,BWL,135.0,2017-05-01,2018-04-30,2017,1320.0,0157,Renewed,NANCY R.,LONGO,PIERPOINT RESTAURANT,"KLM ENTERPRISES, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1822 ALICEANNA STREET,21231,286.0,68.0,27954.0,39.283659, -76.59037
19689,LBD7,BWL,236.0,2017-05-01,2018-04-30,2017,1320.0,0719,Renewed,KWANG H.,CHOI,DANNY'S LOUNGE,"S & K TAVERN, INC.",Tavern,7 days,"Beer, Wine, & Liquor",4316 REISTERSTOWN ROAD,21215,283.0,43.0,27295.0,39.338196, -76.667366
19690,LA,BWL,154.0,2017-05-01,2018-04-30,2017,858.0,0781,Renewed,ANN ,MCRAE,H&C MARKET,XIAO XIN CORPORATION,Package goods only,6 days,"Beer, Wine, & Liquor",1946 PENROSE AVENUE,21223,80.0,197.0,27632.0,39.291198, -76.648726
19691,LB,BWL,107.0,2017-05-01,2018-04-30,2017,2800.0,0124,Renewed,VANNA ,BELTON,FLAVOR,"FLAVOR, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",15 CENTRE STREET EAST,21202,92.0,165.0,13645.0,39.296398, -76.614668
19692,LA,BWL,146.0,2017-05-01,2018-04-30,2017,858.0,0772,Renewed,JOSEPH ,LIBERCCI,PARK AVENUE PHARMACY,"VD & SR PHARMACY, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",1535 PARK AVENUE,21217,103.0,21.0,27301.0,39.308527, -76.625847
19693,LA-2,BWL,4.0,2017-05-01,2018-04-30,2017,858.0,0530,Renewed,LISA RAN ,KIM,FEDERAL DISCOUNT LIQUORS,JIA JIA CORPORATION,Package Goods Only,6 days,"Beer, Wine, & Liquor",1619 FEDERAL STREET EAST,21213,154.0,180.0,26956.0,39.308477, -76.595807
19694,LA-2,BWL,6.0,2017-05-01,2018-04-30,2017,858.0,0636,Renewed,ARSENIO E.,GOMEZ,A & L LIQUOR STORE,"A & L LlQUOR STORE, INC.",Package Goods Only,6 days,"Beer, Wine, & Liquor",452 PATTERSON PARK AVE. NORTH,21231,122.0,274.0,27954.0,39.296514, -76.584984
19695,WB,BW,10.0,2017-05-01,2018-04-30,2017,165.0,0309,Renewed,OSCAR ZING XUNG,LEE,EJJI,"RAYCLIFF TENZIN,LLC",Restaurant License,7 days,Beer & Light Wine,529 BELVEDERE AVENUE EAST,21212,257.0,271.0,14009.0,39.364184, -76.608137
19697,LB,BWL,192.0,2017-05-01,2018-04-30,2017,2020.0,0547,Renewed,BERKE,BAKAY,KONA GRILL,"KONA BALTIMORE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1 PRATT STREET EAST,21202,3.0,241.0,13645.0,39.286517, -76.614211
19698,WD,BW,5.0,2017-05-01,2018-04-30,2017,165.0,0694,Renewed,ALEMAYEHU,DESTA,AVENUE GROCERY BEER & WINE,"AVENUE GROCERY BEER & WINE, LLC",Tavern License,7 days,Beer & Light Wine,2327 PENNSYLVANIA AVENUE,21217,22.0,221.0,27301.0,39.309086, -76.641356
19699,LA,BWL,149.0,2017-05-01,2018-04-30,2017,858.0,0775,Renewed,SOON AE,SEO,HOFFMAN LIQUORS,SEO CORPORATION,Package goods only,6 days,"Beer, Wine, & Liquor",4401-03 PARK HEIGHTS AVENUE,21215,237.0,43.0,27295.0,39.339843, -76.666475
19701,LBD7,BWL,161.0,2017-05-01,2018-04-30,2017,1320.0,0384,Renewed,COLLEEN D,VANSKIVER,COLLEEN'S CORNER,"V.G. ENTERPRISES, INC",Tavern,7 days,"Beer, Wine, & Liquor",2231 CEDLEY STREET,21230,151.0,258.0,27953.0,39.26312, -76.631927
19702,WD,BW,23.0,2017-05-01,2018-04-30,2017,165.0,0864,Renewed,BILL,TIEN,MATSURI RESTAURANT,MATSURI DA CORPORATION,Tavern License,7 days,Beer & Light Wine,1105 CHARLES STREET SOUTH,21230,175.0,67.0,27953.0,39.276502, -76.614348
19703,LB,BWL,244.0,2017-05-01,2018-04-30,2017,1520.0,0714,Renewed,SUSAN B.,BLOOM,XS,"XS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1307 CHARLES STREET NORTH,21201,97.0,151.0,13645.0,39.304924, -76.616162
19704,LA,BWL,151.0,2017-05-01,2018-04-30,2017,858.0,0778,Renewed,DOEWON,YI,APPLE TREE LIQUORS,"PATTERSON WINE & SPIRITS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4159 PATTERSON AVENUE,21215,60.0,208.0,27295.0,39.354767, -76.703976
19706,WD,BW,19.0,2017-05-01,2018-04-30,2017,165.0,0852,Renewed,PONG SOK,YANG,KIKU SUSHI,MI HEE CORPORATION,Tavern License,7 days,Beer & Light Wine,1017 LIGHT STREET,21230,165.0,67.0,27953.0,39.277829, -76.612479
19708,LB,BWL,190.0,2017-05-01,2018-04-30,2017,1320.0,0543,Renewed,PO,CHANG,CAFE ZEN,"POJO, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",438-44 BELVEDERE AVENUE EAST,21212,256.0,215.0,14009.0,39.364096, -76.610488
19710,LA,BWL,135.0,2017-05-01,2018-04-30,2017,858.0,0681,Renewed,XIUQIN,YANG,GORDON'S CUT RATE,"LIN YAN, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1655 MONROE STREET NORTH,21217,25.0,74.0,27301.0,39.307742, -76.64805
19711,LD,BWL,27.0,2017-05-01,2018-04-30,2017,825.0,0865,Renewed,GREGORY B,JONES,GREG'S PLACE,,Tavern,6 days,"Beer, Wine, & Liquor",601 MONROE STREET SOUTH,21223,9.0,36.0,27632.0,39.280867, -76.646501
19712,LBD7,BWL,281.0,2017-05-01,2018-04-30,2017,1320.0,0901,Renewed,MERRI,TOULAS P.R,RAY'S TAVERN,,Tavern,7 days,"Beer, Wine, & Liquor",6500 ST. HELENA AVENUE,21222,133.0,207.0,27628.0,39.259819, -76.532358
19713,LBHM,BWL,18.0,2017-05-01,2018-04-30,2017,6500.0,0577,Renewed,JAMES,BOYD,DAYS INN INNER HARBOR,"DAYS INN INNER HARBOR, INC.",Hotel/Motel,7 days,"Beer, Wine, & Liquor",100 HOPKINS PLACE,21202,6.0,65.0,13642.0,39.287649, -76.617685
19714,LBD7,BWL,378.0,2017-05-01,2018-04-30,2017,1320.0,1100,Renewed,BERNARD,TRUESDALE,LOOP,"ITCHY PALMZ, LLC",Tavern,7 days,"Beer, Wine, & Liquor",4238 FREDERICK AVENUE,21229,167.0,122.0,27950.0,39.281634, -76.686578
19715,WD,BW,31.0,2017-05-01,2018-04-30,2017,165.0,0885,Renewed,DIANNE G.,DESANTIS,OUR HOUSE,"DAM GOOD FOODS, LLC",Tavern License,7 days,Beer & Light Wine,1121-23 HULL STREET,21230,169.0,137.0,27953.0,39.273218, -76.591303
19717,LC,BWL,28.0,2017-05-01,2018-04-30,2017,550.0,0984,Renewed,JOHN G.,MCLEAN SR.,EAST BALTO. LODGE #1043 I.B.P.O.E. OF W,"EAST BALTIMORE LODGE NO. 1043, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",2008-10 HARFORD ROAD,21218,155.0,73.0,27307.0,39.313167, -76.598913
19718,LBD7,BWL,367.0,2017-05-01,2018-04-30,2017,1320.0,1074,Renewed,FRANK R.,SHAULIS,FANTASIES,"KIMMICO, INC.",Tavern,7 days,"Beer, Wine, & Liquor",5520 PENNINGTON AVENUE,21226,37.0,61.0,27939.0,39.216979, -76.587684
19719,LB,BWL,168.0,2017-05-01,2018-04-30,2017,2500.0,0310,Renewed,LUIS FERMIN,CABRERA,LAURAVILLE HOUSE,L. CABRERA INC,Restaurant,7 days,"Beer, Wine, & Liquor",4528-30 HARFORD ROAD,21214,222.0,136.0,27291.0,39.341694, -76.570878
19721,LA,BWL,9.0,2017-05-01,2018-04-30,2017,858.0,0452,Renewed,YOUNG K.,YI,PATAPSCO VILLAGE LIQUORS,"PATAPSCO LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3434 ANNAPOLIS ROAD,21227,162.0,47.0,27944.0,39.247868, -76.640067
19722,LB,BWL,306.0,2017-05-01,2018-04-30,2017,1320.0,1176,Renewed,EDWARD,ATWATER,ATWATER'S,"WELLFOOD, LLC",Restaurant,7 days,"Beer, Wine, & Liquor","855 WOLFE STREET NORTH, SUITE A",21205,126.0,152.0,13987.0,39.300085, -76.590969
19723,LB,BWL,261.0,2017-05-01,2018-04-30,2017,1540.0,0919,Renewed,ALEXANDER F.,SMITH,OUZO BAY,"GPA, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1066 LANCASTER STREET,21202,109.0,121.0,13645.0,39.282432, -76.59944
19724,LA,BWL,198.0,2017-05-01,2018-04-30,2017,858.0,0974,Renewed,HAK JUN,LEE,L & M LIQUORS,"LEE L & M, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1148 NORTH AVENUE EAST,21202,193.0,180.0,13645.0,39.311725, -76.603275
19725,LBD7,BWL,298.0,2017-05-01,2018-04-30,2017,1320.0,0932,Renewed,DONNA,JEAN GLAZE,AIRPORT BAR & GRILL,"RIVERVIEW AIRPORT BAR & GRILL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6500 RIVERVIEW AVENUE,21222,133.0,113.0,27628.0,39.257436, -76.531395
19726,LC,BWL,51.0,2017-05-01,2018-04-30,2017,550.0,1230,Renewed,ALBERT J.,PETERS,"NOTRE DAME COUNCIL 2901, K OF C","NOTRE DAME 2901 KAY CEE CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",201 HOMELAND AVENUE,21212,234.0,142.0,14009.0,39.353663, -76.61799
19727,LC,BWL,25.0,2017-05-01,2018-04-30,2017,550.0,0961,Renewed,MARTHA S.,CUKER,MOUNT VERNON CLUB,"MOUNT VERNON CLUB OF BALTIMORE, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",8 MT. VERNON PLACE WEST,21201,92.0,165.0,13642.0,39.297667, -76.61643
19728,LB,BWL,307.0,2017-05-01,2018-04-30,2017,1520.0,1177,Renewed,SUSAN ,NOVAK,ONE WORLD CAFE,"NOVAK, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",100 UNIVERSITY PARKWAY WEST,21210,13.0,123.0,14004.0,39.334602, -76.62099
19729,LB,BWL,240.0,2017-05-01,2018-04-30,2017,1520.0,0639,Renewed,IAN ,HUMMEL,BREW HOUSE NO.16,BREW HOUSE NO. 16 INC.,Restaurant,7 days,"Beer, Wine, & Liquor",831 CALVERT STREET NORTH,21202,91.0,165.0,13645.0,39.299585, -76.613024
19730,LBD7,BWL,429.0,2017-05-01,2018-04-30,2017,1320.0,1213,Renewed,JOHN S.,OH,SNS LIQUOR,SNS LIQUOR CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",2135 NORTH AVENUE EAST,21213,155.0,23.0,26956.0,39.312435, -76.587636
19732,LB,BWL,295.0,2017-05-01,2018-04-30,2017,2000.0,1149,Renewed,ALESSIO,CARDILLO,BLUEHILL TAVERN,"938 CONKLING, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",938-40 CONKLING STREET SOUTH,21224,130.0,30.0,27935.0,39.281812, -76.566844
19733,WA,BW,30.0,2017-05-01,2018-04-30,2017,110.0,1211,Renewed,ROBERTO DE JESUS,GOMEZ,ROBERTO'S WINE DELI & GROCERY,"ROBERTO'S WINE DELI & GROCERY, LLC",Package goods only,6 days,Beer & Light Wine,3123 ELMORA AVENUE,21213,194.0,276.0,26956.0,39.315848, -76.579513
19734,LBD7,BWL,360.0,2017-05-01,2018-04-30,2017,1320.0,1067,Renewed,ALEXANDER ,HEIDENBERGER,CANTON'S PORTSIDE TAVERN,"BALTIMORE BUDDIES, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2821-23 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280016, -76.576014
19735,LBHM,BWL,17.0,2017-05-01,2018-04-30,2017,7700.0,0555,Renewed,JOYA,DORTCH,BALTIMORE MARRIOTT WATERFRONT HOTEL,"MARRIOTT HOTEL SERVICES, INC.",Hotel/Motel,7 days,"Beer, Wine, & Liquor",700 ALICEANNA STREET,21202,109.0,121.0,13645.0,39.283111, -76.602
19736,LD,BWL,39.0,2017-05-01,2018-04-30,2017,825.0,0884,Renewed,SUAD A.,AHMED,SUNLIGHT LOUNGE,"SUNLIGHT LOUNGE, INC.",Tavern,6 days,"Beer, Wine, & Liquor",1713-15 EASTERN AVENUE,21231,286.0,68.0,27954.0,39.285609, -76.592556
19737,LA,BWL,25.0,2017-05-01,2018-04-30,2017,858.0,0471,Renewed,JANG SIK,CHU,BOND STREET FOOD & BEVERAGE,"CHULEE LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1641 BOND STREET NORTH,21213,154.0,180.0,26956.0,39.309396, -76.59688
